"key_Student";"Student";"Professor";"Subject";"SelfPerf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
2726;185;22;81;5;4;4;4;4;3;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;2;2;4;4;"EXCELENTE DOCENTE, TRABAJA CON MATERIAL (ARTICULOS Y NOTAS) DESARROLLADAS";"";1;1205;18;3;1;0;449;1;0;1;"PLANTA";"23/2/2004 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
2727;186;22;81;3;3;3;4;4;3;3;3;3;3;3;4;1;2;4;3;3;3;3;3;4;2;1;3;3;"EL DOCENTE TIENE UN AMPLIO CONOCIMIENTO EN EL TEMA Y SU RELACION CON OTRAS ASIGNATURAS";"LA ASIGNATURA ES MUY DIFICIL";1;1280;26;1;1;0;449;1;0;1;"PLANTA";"23/2/2004 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
2728;187;22;81;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;3;1;4;2;2;4;4;"CLARIDAD EN EL MANEJO DE LOS TEMAS, BUENA DISPOSICION A ENSEÑAR";"";1;2348;65;2;1;0;449;1;0;1;"PLANTA";"23/2/2004 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
2729;188;22;81;4;4;4;3;4;3;4;4;3;4;4;1;3;4;4;2;2;3;3;3;3;2;2;3;4;"EL DOCENTE PROMUEBE LA LECTURA DE MUCHOS ARTICULOS LO CUAL PERMITE IR A LA FUENTE PRIMARIA DE LA INFORMACION";"";1;2351;65;3;1;0;449;1;0;1;"PLANTA";"23/2/2004 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
2730;189;100;82;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;4;4;"REALIZA UNA RETROALIMENTACIÓN CLASE A CLASE, QUE PERMITE CONECTAR LO APRENDIDO A LO LARGO DEL SEMESTRE. DOMINA PERFECTAMENTE EL TEMA";"";0;231;26;7;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2731;190;100;82;4;4;4;4;4;4;4;4;4;4;4;1;2;4;4;4;4;4;3;3;4;2;2;4;4;"MANEJA EXCELENTE LOS TEMAS, PROPICIANDO UNA BUENA APLICACIÓN DE ELLOS EN LA VIDA REAL, LE INTERESA QUE TODO QUEDE CLARO, ES MUY ORGANIZADO.";"";0;242;26;10;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2732;191;100;82;4;4;4;4;4;4;4;4;3;3;3;1;3;4;3;1;3;2;3;3;4;2;2;4;3;"ES ORDENADO Y PACIENTE";"";1;1314;26;6;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2733;192;100;82;4;3;4;4;4;4;4;4;4;4;4;1;3;4;3;3;3;3;3;3;3;2;1;4;4;"DISPUESTO A BRINDAR AYUDA Y ACLARAR DUDAS CUANDO ALGUN TEMA NO SE ENTIENDE. NO PIERDE EL HILO DE LS TEMAS, SE HACE ENTENDER MUY BIEN";"";1;1320;26;7;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2734;193;100;82;5;4;4;4;4;4;4;4;4;4;4;NA;4;4;2;2;2;2;3;4;4;2;2;4;4;"EL PROFESOR ES MUY ORGANIZADO. SIEMPRE ESTÁ DISPUESTO Y RESPONDE A LAS PREGUNTAS. SOMOS POCOS EN EL SALÓN DE CLASE";"";1;1321;26;7;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2735;194;100;82;4;4;4;4;4;3;4;4;4;4;4;1;2;4;3;2;2;3;2;2;4;2;2;4;4;"RETROALIMENTACIÓN AL PRINCIPIO DE LAS CLASES. LA ASIGNATURA ES BASTANTE ÚTIL PARA LA PRÁCTICA";"";1;1328;26;8;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2736;195;100;82;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;2;2;4;4;"EL DOCENTE SE PREOCUPA POR QUE LOS ESTUDIANTES ENTENDAMOS. ADEMÁS LA METODOLOGÍA Y LA FORMA DE EVALUACIÓN SON PERFECTAS";"NO TIENE DEBILIDADES COMO DOCENTE";1;1328;26;8;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2737;196;100;82;5;4;4;4;3;4;4;4;3;4;3;1;2;4;4;1;3;4;3;3;4;2;2;4;3;"ES UN DOCENTE BASTANTE ORDENADO Y MUY CLARO EN CADA TEMA QUE EXPLICA";"";1;1329;26;8;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2738;197;100;82;3;4;4;4;3;4;4;4;4;3;4;2;2;4;4;3;4;4;3;3;4;2;1;4;4;"";"";1;1347;26;11;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
2739;198;100;82;4;3;4;4;4;4;4;4;4;4;4;1;1;4;1;3;1;1;3;3;4;2;2;3;3;"ES CLARO PARA EXPLICAR Y SE ESFUERZA POR ASEGURAR QUE TODOS LOS CONCEPTOS SEAN ENTENDIDOS";"A VECES VA MUY LENTO, EL TEMA ES MONÓTONO Y ABURRIDO";1;1348;26;11;1;0;450;1;0;1;"PLANTA";"16/2/2009 0:00:00";"ASISTENTE";"EXCLUSIVA";"ESTADISTICA"
3193;199;23;96;5;4;3;3;3;3;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;2;2;4;3;"";"";0;239;26;9;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3194;200;23;96;4;3;4;4;2;3;3;4;4;4;4;3;4;4;4;4;3;4;4;4;4;2;2;3;4;"";"";0;242;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3195;201;23;96;4;4;3;4;4;3;4;2;4;2;3;1;4;3;4;4;4;4;2;2;2;2;2;4;3;"TIENE ALTOS CONOCIMIENTOS DE DIVERSOS TEMAS";"NO RESPETA EL HORARIO DE CLASES Y EXPOSICIONES";0;242;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3196;202;23;96;4;4;4;4;4;4;4;3;4;4;3;3;4;3;4;4;4;4;3;3;3;2;2;3;3;"PUNTUALIDAD- TEMAS DE UTILIDAD PARA LA VIDA PROFESIONAL/LABORAL";"";0;242;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3197;203;23;96;5;4;4;2;3;3;3;2;4;4;2;1;4;2;4;4;4;4;4;3;3;2;2;3;3;"";"";0;243;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3198;204;23;96;5;3;3;3;3;3;3;3;4;4;4;3;4;3;4;4;4;4;3;3;4;2;2;4;4;"COMPARTE SUS EXPERIENCIAS";"";0;247;26;11;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3199;205;23;96;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;2;1;2;2;2;3;3;"";"";0;248;26;12;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3201;206;23;96;3;4;4;1;4;1;4;1;2;4;1;1;4;1;4;4;4;4;2;2;3;2;2;4;1;"";"EL DOCENTE NO DESARROLLA LA ASIGNATURA PUES ESTA A CARGO DE LOS ESTUDIANTES";1;1335;26;9;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3202;207;23;96;4;4;4;4;4;2;4;4;4;4;3;1;3;3;3;4;3;4;3;2;2;2;2;4;3;"";"";1;1336;26;9;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3203;208;23;96;5;4;4;4;4;3;3;2;4;4;4;1;4;4;4;4;4;4;2;3;3;2;2;4;4;"";"";1;1337;26;9;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3204;209;23;96;2;4;4;1;4;1;2;1;3;1;1;1;2;2;2;4;1;1;3;3;3;2;2;2;1;"SU COMPROMISO POR LLEVAR A CABO EL CURSO";"LA ASIGNATURA APORTA MUY POCO A MI DESARROLLO PROFESIONAL";1;1341;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3205;210;23;96;4;3;3;2;3;2;2;2;3;2;2;3;4;2;4;4;4;4;3;2;3;2;2;3;2;"";"";1;1343;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3206;211;23;96;4;3;3;3;3;4;3;3;4;4;3;4;4;2;3;4;4;4;1;1;3;2;2;3;3;"SE NOTA LA EXPERIENCIA EN EL CURSO";"FALTA HACER RESPETAR LOS HORARIO ESTABLECIDOS PARA EXPOSICIONES";1;1343;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3207;212;23;96;4;3;4;4;4;4;3;2;3;3;3;1;3;3;4;4;4;3;3;2;3;2;2;4;4;"";"";1;1343;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3208;213;23;96;4;4;4;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;1;1;1;2;2;3;3;"";"";1;1343;26;10;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3209;214;23;96;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;4;"MANEJO DEL TEMA ESTADISTICO EN GENERAL";"";1;1347;26;11;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3210;215;23;96;4;3;3;3;3;4;3;3;3;3;3;2;3;3;4;4;3;3;2;2;2;2;2;3;3;"CONOCIMIENTO";"";1;1348;26;11;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3211;216;23;96;4;3;3;3;3;3;3;2;3;1;1;2;4;3;3;4;4;4;2;1;2;2;2;3;2;"";"";1;1352;26;12;1;0;561;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3212;217;63;97;4;3;3;3;3;2;3;3;4;3;2;1;3;3;3;2;3;3;3;1;3;2;2;3;3;"PROMUEVE EL CONOCIMIENTO EN DIFERENTES CAMPOS";"SE ENFOCA MUCHO EN LOS TEMAS QUE SON SU PREFERENCIA";0;137;18;3;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3213;218;63;97;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;4;2;2;4;4;"EL AUTOAPRENDIZAJE. CRITICAS CONSTRUCTIVAS";"";0;810;65;1;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3215;219;63;97;4;3;3;1;2;3;3;2;2;2;1;1;2;2;3;3;3;3;3;3;3;2;2;2;1;"";"EL SEMIARIO DEBERIA TENER MAS SOBRE TECNICAS DE DESARROLLOS DE TESIS, DE PLANTEAMIENTOS DE PROBLEMA PARA ENFOCAR MAS FACIL LAS IDEAS";1;2348;65;2;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3216;220;63;97;4;4;4;4;3;3;4;3;2;4;3;1;4;4;4;4;4;4;4;4;4;2;2;4;3;"ES CLARO EN LOS TEMAS";"LE FALTA ACOMPAÑAMIENTO";1;2348;65;2;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3217;221;63;97;4;4;4;4;4;2;4;4;4;4;4;1;4;4;4;4;4;4;4;4;3;2;2;4;4;"-";"-";1;2348;65;2;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3218;222;63;97;4;4;4;4;4;4;4;2;1;1;1;1;4;4;4;4;4;4;1;1;1;2;2;4;1;"EL PROFESOR EXCELENTE. LA ASIGNATURA ES UNA PERDIDA DE TIEMPO";"LA ASIGNATURA ES PERDIDA DE TIEMPO";1;2351;65;3;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3219;223;63;97;5;3;4;3;3;4;3;4;4;4;3;4;3;3;4;3;3;3;3;3;3;2;2;3;3;"OFRECIO BUENAS EXPERIENCIAS EN INVESTIGACION QUE PUEDEN AYUDAR EN EL MOMENTO DE REALIZAR O DESARROLLAR LA TESIS";"";1;2352;65;3;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3220;224;63;97;4;4;4;3;3;3;4;3;3;4;4;3;4;4;4;4;4;4;3;3;4;2;2;3;3;"ALTOS CONOCIMIENTOS Y EXPERIENCIA EN INVESTIGACION";"ASIGNATURA= DEBERIA SER MAS INTRODUCTORIA Y TENER EN CUENTA QUE ES APENAS UN PASO EN LA ELABORACION DEL PROYECTO DE TESIS";1;2355;65;4;1;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3221;225;63;97;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;2;2;4;4;"SU GRAN EXPERIENCIA EN EL AMBITO ESTADISTICO";"-o-";1;2356;65;4;2;0;562;1;0;1;"PLANTA";"22/1/1990 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
3223;226;37;98;4;3;3;4;4;3;3;3;4;3;3;1;4;4;4;4;3;4;3;3;4;2;2;3;3;"";"";0;815;65;3;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3224;227;37;98;4;4;4;3;4;3;4;3;4;4;4;4;4;3;4;4;4;4;3;4;4;2;2;4;4;"";"";0;815;65;3;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3225;228;37;98;4;2;4;3;4;3;3;4;4;4;2;1;4;2;4;4;4;4;3;3;4;2;2;3;3;"TIENE MUCHA EXPERIENCIA EN CASOS APLICADOS POR LO QUE DA UNA OPTICA BUENA";"";0;818;65;4;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3226;229;37;98;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"AMPLIO CONOCIMIENTO DE LAS BASES ESTADISTICAS. RESPETUOSO Y DISPUESTO A NUEVAS IDEAS. LA ASIGNATURA ES UNA EXCELENTE OPORTUNIDAD DE CONOCER METODOS RECIENTES EN ESTADISTCAS";"";1;1314;26;6;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3227;230;37;98;5;4;3;4;4;4;4;3;4;4;3;4;3;4;3;4;4;4;3;3;4;2;2;4;4;"CONOCIMIENTO DEL TEMA, EXPERIENCIA INVESTIGATIVA";"NO SE DEBERIAN UNIR LAS MAESTRIAS DEL DEPARTAMENTO DE ESTADISTICA, TENIENDO EN CUENTA QUE LOS ENFOQUES Y PERFILES DE LOS ASISTENTES SON DISTINTOS";1;2298;57;4;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3229;231;37;98;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;2;4;4;"ORIENTADA AL OBJETIVO. EL DOCENTE ACOMPAÑA Y APORTA CON SUS INDICACIONES, CORRECCIONES Y/O SUGERENCIAS.";"SOBRE EL DOCENTE NADA QUE DISCUTIR. SOBRE LA ASIGNATURA MÁS BIEN UN TEMA DE HORARIOS, TENIENDO EN CUENTA QUE SOMOS LA MAYORIA LOS QUE TRABAJAMOS FUERA DE LA ACADEMIA. POR FAVOR! REVISEN LA POSIBILIDAD DE UN HORARIO NOCTURNO";1;2351;65;3;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3230;232;37;98;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"";"";1;2352;65;3;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3231;233;37;98;3;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;2;2;4;4;"";"";1;2354;65;4;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3232;234;37;98;4;3;3;3;4;4;3;3;3;4;4;1;4;4;4;4;3;4;3;3;4;2;2;3;3;"FOMENTO DE LA INVESTIGACION INTERDISCIPLINARIA, DISCUSIÓN CRÍTICA, TRABAJO INDIVIDUAL, CAPACIDAD INVESTIGACION, CRÍTICA CONSTRUCTIVA";"";1;2355;65;4;1;0;563;1;0;1;"PLANTA";"26/8/1998 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3287;235;81;110;3;3;2;3;3;4;3;2;3;4;2;3;2;2;3;4;3;3;3;3;3;NA;NA;2;2;"Su puntualidad y perspectiva práctica de la asignatura";"Falta de actividades que le permiten a los estudiantes mayor comprensión de la temática abordada";0;812;65;2;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3288;236;81;110;4;3;3;3;3;2;3;2;2;3;2;3;3;1;3;3;3;3;2;3;3;2;1;3;3;"";"";0;813;65;2;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3289;237;81;110;4;3;4;3;4;3;4;3;4;4;3;2;4;3;3;4;4;4;4;4;4;2;2;3;3;"La disposicion a solucionar siempre las dudas y aplicación práctica de los conceptos";"Los parciales cubren temas adicionales que se vieron en el curso";0;815;65;3;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3290;238;81;110;3;3;4;3;3;3;3;2;2;2;3;1;1;3;3;4;3;4;3;3;4;2;2;3;3;"";"";0;817;65;4;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3292;239;81;110;2;3;3;3;4;3;4;3;4;3;3;3;2;2;3;3;3;3;3;3;3;2;1;2;3;"Conocimiento amplio del tema";"Dificil de entender en varios temas";1;2343;65;1;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3293;240;81;110;3;3;4;4;4;4;4;4;4;4;2;1;2;4;4;4;4;4;1;1;1;2;2;4;4;"";"";1;2350;65;3;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3294;241;81;110;4;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;1;3;3;"";"";1;2351;65;3;1;0;588;1;0;1;"PLANTA";"1/9/2005 0:00:00";"TITULAR";"CATEDRA";"ESTADISTICA"
3295;242;102;111;3;4;4;4;3;3;3;3;4;3;3;1;1;4;3;1;2;2;3;3;3;2;1;4;3;"";"";0;812;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3296;243;102;111;4;3;4;4;4;4;4;4;4;4;4;1;3;4;3;1;2;4;4;3;3;2;1;4;3;"SU DEDICACION, SE NOTA EN UNA CLASE PREPARADA CON CONTENIDO TEORICO-PRACTICO PERTINENTE.";"INCLUIR PROGRAMACION A ALGUNAS TEMATICAS.";0;813;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3297;244;102;111;4;4;4;4;4;4;4;3;3;4;3;3;3;4;3;3;2;3;3;2;3;2;1;4;3;"";"";0;813;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3298;245;102;111;4;3;4;4;4;4;4;4;4;3;3;2;3;4;4;1;3;4;4;2;3;2;2;4;3;"LA FACILIDAD PARA TRANSMITIR LOS CONCEPTOS. EVALUA SIEMPRE LO QUE ENSEÑA.";"MUCHAS DE LAS SILLAS DEL SALON ESTAN DAÑADAS";0;815;65;3;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3299;246;102;111;5;3;4;4;4;4;4;4;3;3;3;3;3;4;3;1;2;3;3;3;4;2;2;4;3;"SU FORMA DE PRESENTAR LOS TEMAS Y EL AMPLIO DOMINIO QUE TIENE HACE QUE SU CLASE CON TABLERO SEA SUFICIENTE Y NO REQUIERA AYUDAS TECNOLOGICAS.";"HAY QUE ARREGLAR MUCHAS DE LAS SILLAS DEL SALON.";0;816;65;3;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3300;247;102;111;3;3;4;4;4;4;4;4;4;4;4;1;1;4;3;1;2;3;3;3;2;2;2;4;4;"EXCELENTE PROFESOR";"";0;814;65;3;1;1;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3302;248;102;111;2;3;4;4;2;2;3;3;3;2;2;1;1;3;3;1;1;1;3;3;2;2;1;2;2;"";"";1;2343;65;1;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3303;249;102;111;3;3;4;4;4;4;4;4;4;4;4;1;1;4;2;1;1;1;3;3;2;2;2;3;3;"";"";1;2344;65;1;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3304;250;102;111;3;4;4;4;3;3;3;3;3;3;3;2;2;4;3;1;1;1;3;3;3;2;1;3;3;"CLARIDAD, APLICACIÓN DE EJEMPLOS PRACTICOS.";"";1;2344;65;1;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3305;251;102;111;4;3;3;4;3;3;4;4;3;3;2;1;1;3;3;1;1;2;3;3;2;2;1;3;3;"ES MUY DETALLISTA EN CUANTO A LA TEORIA";"LA FALTA DE EJEMPLOS PRACTICOS COMPUTACIONALMENTE.";1;2345;65;1;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3306;252;102;111;4;3;4;4;4;4;4;3;3;4;4;1;1;3;4;1;2;4;3;3;3;2;2;3;3;"";"";1;2345;65;1;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3307;253;102;111;3;4;4;4;4;4;4;4;4;4;4;1;2;4;NA;1;4;4;4;3;3;2;1;4;4;"DOMINIO Y SUFICIENCIA PARA EXPLICAR BIEN EL TEMA";"";1;2347;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3308;254;102;111;4;3;3;4;3;2;4;4;3;4;4;2;2;4;3;1;3;3;3;3;3;2;2;3;3;"APLICABILIDAD.";"";1;2348;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3309;255;102;111;4;3;4;4;4;4;4;3;3;4;4;3;3;4;4;2;3;4;3;4;3;2;1;3;4;"PEDAGOGIA";"";1;2348;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3310;256;102;111;4;3;4;4;4;4;4;4;4;4;4;1;4;4;4;1;2;4;4;4;4;2;1;4;4;"CONOCIMIENTO PLENO DE LOS TEMAS";"";1;2348;65;2;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3312;257;102;111;4;3;4;4;4;4;4;3;4;4;2;1;1;4;2;2;2;4;4;3;3;2;2;3;3;"BUENA PREPARACION";"MAS APLICACIÓN";1;2351;65;3;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3313;258;102;111;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;2;3;4;3;3;3;2;1;4;4;"";"";1;2355;65;4;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3315;259;102;111;4;3;3;3;3;4;4;3;4;3;3;2;2;3;4;2;3;3;3;3;2;2;1;3;3;"QUE TRATA TEMAS CONCRETOS";"DE LA ASIGNATURA, ALGO MAS DE CONTENIDOS PRACTICOS";1;2360;65;10;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3316;260;102;111;5;4;4;4;4;4;4;4;4;4;4;1;3;4;4;2;2;3;3;3;3;2;2;4;4;"";"";1;2361;65;11;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
3317;261;102;111;5;3;4;4;4;4;4;4;4;3;4;2;3;3;3;2;4;4;3;2;2;2;2;4;4;"concreto con los temas, buenos talleres";"";1;2362;65;13;1;0;589;1;0;1;"PLANTA";"23/4/1979 0:00:00";"TITULAR";"EXCLUSIVA";"ESTADISTICA"
