"Student";"SelfPerf";"stud_diff_prof_no_perf";"stud_diff_prof_perf";"Professor";"prof_no_perf";"prof_perf";"harmonic_mean";"Subject";"sub_no_perf";"sub_perf";"stud_diff_subj_no_perf";"stud_diff_subj_perf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
305;4;-1,51;-1,41;47;1,07;1,16;"3,562";116;1,47;1,63;-1,18;-1,04;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;4;4;"Demasiado clarito profe !!!";"Para ser una asignatura de 3 créditos, requiere de mucho trabajo extra clase";1;1328;26;8;1;0;594;1;0;1;"PLANTA";"16/2/2001 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
306;4;-0,94;-0,88;47;1,07;1,16;"3,562";116;1,47;1,63;0,20;0,31;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;2;4;2;2;4;4;;;1;1336;26;9;1;0;594;1;0;1;"PLANTA";"16/2/2001 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
307;4;0,79;0,82;47;1,07;1,16;"3,562";116;1,47;1,63;-1,21;-1,05;4;4;4;4;2;4;3;4;4;4;1;2;4;4;4;3;4;3;3;4;2;2;4;4;"Es muy claro en sus explicaciones";;1;1343;26;10;1;0;594;1;0;1;"PLANTA";"16/2/2001 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
308;3;0,49;0,16;47;1,07;1,16;"3,562";116;1,47;1,63;0,21;-0,27;4;4;4;4;4;4;3;4;4;4;2;3;4;4;3;3;4;3;3;3;2;1;4;3;"De la asignatura: La enorme conexión entre la aplicación y  los contenidos teóricos y entre los mismos temas teóricos. Del docente: el profundo conocimiento de los temas probados";"Debilidades Asignatura: A veces es difícil entender conceptos";1;1345;26;10;2;1;594;1;0;1;"PLANTA";"16/2/2001 0:00:00";"ASOCIADO";"EXCLUSIVA";"ESTADISTICA"
309;4;-0,46;-0,66;12;1,02;0,76;"3,691";7;1,11;0,89;9,0e-03;-0,14;4;4;4;4;4;4;4;3;4;4;2;3;4;4;4;4;4;3;2;4;2;1;4;4;"La docente tiene experiencia y demuestra dominio en el tema de la asignatura. Motiva el estudio, yel trabajo en grupo e interdisciplinariedad";"En general las observaciones las hago del salon, es necesario un mantenimiento";0;133;15;1;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
310;5;-0,97;-0,62;12;1,02;0,76;"3,691";7;1,11;0,89;-1,38;-0,76;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"El docente muy seguro, dinámico, con muy buena actitud hacia las preguntas y en general muy buena actitud. Una asignatura muy completa.";;0;135;15;2;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
311;4;1,86;1,60;12;1,02;0,76;"3,691";7;1,11;0,89;3,38;3,11;4;3;3;3;2;4;2;2;3;2;4;3;2;3;4;3;4;3;3;4;2;1;3;3;;;0;779;54;2;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
312;4;-1,00;-1,12;12;1,02;0,76;"3,691";7;1,11;0,89;-1,38;-1,35;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;2;4;4;"El docente experiencia y dominio de los temas";;0;779;54;2;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
313;4;-0,96;-1,09;12;1,02;0,76;"3,691";7;1,11;0,89;-0,01;-0,14;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;2;2;4;4;"Maneja los temas tratados en la asignatura de manera clara, se preocupa porque los estudiantes comprendan las tematicas tratadas";"Ninguna considerable";0;779;54;2;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
314;5;-0,98;-0,63;12;1,02;0,76;"3,691";7;1,11;0,89;-1,36;-0,76;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;2;3;2;2;4;4;"LA PROFESORA ES EXCELENTE, DE LAS MEJORES CON LAS QUE CUENTA EL DEPARTAMENTO";"LA PROFESORA TIENE DEMASIADAS RESPONSABILIDADES, DEBERIA AJUSTAR LA CARGA LABORAL";1;1197;15;2;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
315;4;-0,16;-0,36;12;1,02;0,76;"3,691";7;1,11;0,89;-0,01;-0,13;4;4;4;4;4;4;3;3;4;4;4;3;4;4;4;4;3;4;4;4;2;2;4;4;"Puntualidad, entusiasmo. Capacidad de interaccion con los estudiantes";;1;1410;27;8;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
316;4;-0,96;-1,11;12;1,02;0,76;"3,691";7;1,11;0,89;-1,35;-1,37;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;4;2;2;4;4;"Buen manejo del tema, excelente comunicación con los estudiantes, flexible en cierta medida, asignatura de interés profesional";"Enfatizar nuevas tendencias";1;1410;27;8;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
317;5;-1,53;-1,20;12;1,02;0,76;"3,691";7;1,11;0,89;-1,38;-0,76;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"Dominio del Tema, Excelente disPosición y Gran conocimiento. La asignatura es única dados sus temas y esta altamente relacionada con materias de Pregrado";;1;1411;27;8;1;0;38;1;0;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
318;3;1,72;1,34;73;-0,01;0,06;"3,374";15;0,66;0,87;1,71;1,15;4;4;3;2;2;2;2;4;4;2;2;3;4;3;3;1;1;1;1;3;2;2;3;2;"El orden y el proceso de disciplina hacen e inculcan buenos profesionales.";"Debe realizar más actividades y explicaciones en el tablero. Es subjetivo el proceso de evaluación.";0;310;27;10;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
319;3;-1,23;-1,51;73;-0,01;0,06;"3,374";15;0,66;0,87;0,58;0,04;4;4;4;4;4;4;4;4;4;3;4;4;4;4;2;3;4;3;3;4;1;1;4;3;;;0;310;27;10;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
320;4;0,80;0,84;73;-0,01;0,06;"3,374";15;0,66;0,87;0,56;0,69;3;4;3;3;3;4;3;4;4;3;3;3;3;2;3;4;4;3;2;3;2;2;3;3;;"No contar con los equipos y reactivos necesarios para llevar a cabo todas las pruebas necesarias.";0;316;27;11;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
321;4;-0,60;-0,54;73;-0,01;0,06;"3,374";15;0,66;0,87;-1,55;-1,35;4;4;4;4;4;4;3;4;4;4;4;4;4;3;2;3;4;2;2;3;2;2;4;4;"El manejo del tema, el desarrollo del pensamiento crítico y entendimientom la importancia para el desarrollo profesional.";"Faltan horas de clase, considero que para la importancia de la materia es necesario una hora teórica más.";0;316;27;11;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
322;4;-0,95;-0,90;73;-0,01;0,06;"3,374";15;0,66;0,87;-1,57;-1,35;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;2;2;4;4;"La asignatura de control de calidad permite crear un pensamiento crítico con respecto a las decisiones en la vida profesional.";"La principal debilidad está asociada con la baja retroalimentación que se tiene de los informes luego de la realización de los ensayos.";0;316;27;11;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
323;5;-0,95;-0,31;73;-0,01;0,06;"3,374";15;0,66;0,87;-1,59;-0,74;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;2;3;4;1;1;4;4;;;0;317;27;11;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
324;4;0,26;0,30;73;-0,01;0,06;"3,374";15;0,66;0,87;0,57;0,68;4;4;4;3;3;3;3;4;4;3;4;4;3;4;3;3;4;3;3;4;2;1;3;3;;"No tiene muy en cuenta los tiempos límites para desarrollar diversas actividades como talleres en clase de gran extensión.";0;320;27;12;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
325;4;1,34;1,37;73;-0,01;0,06;"3,374";15;0,66;0,87;0,56;0,68;3;4;4;3;4;3;3;4;4;3;3;2;3;2;2;2;2;3;3;3;2;2;3;3;"Se esfuerza por promover el conocimiento, necesario para hacer esta actividad insdustrialmente.";"Es un poco estricta y poco flexible con las actividades realizadas.";1;1425;27;10;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
326;3;0,90;0,54;73;-0,01;0,06;"3,374";15;0,66;0,87;1,31;0,72;3;4;4;4;4;3;3;3;4;3;4;4;3;2;2;2;1;2;3;4;1;1;3;3;"Profesor conocedor del tema.";"Falta de instalaciones de laboratorio adecuados. Falta equipos necesarios para laboratorio.";1;1438;27;12;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
327;4;-1,27;-1,19;73;-0,01;0,06;"3,374";15;0,66;0,87;-1,60;-1,36;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;4;2;1;4;4;"Brinda muchas herramientas para la vida profesional.";"Deficiente infraestructura en el laboratorio. Muchas prácticas no se pueden realizar por falta de equipos o reactivos.";1;1443;27;15;1;0;151;1;1;0;"PLANTA";"30/5/1996 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
328;3;0,95;0,59;97;0,08;0,17;"3,415";15;0,66;0,87;1,70;1,15;4;4;3;3;2;3;2;4;4;2;2;3;4;3;3;4;4;1;1;3;2;2;3;2;"El orden y el proceso de disciplina hacen e inculcan buenos profesionales.";"Es subjetivo el proceso de evaluación.";0;310;27;10;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
329;3;-1,17;-1,43;97;0,08;0,17;"3,415";15;0,66;0,87;0,59;0,04;4;4;4;4;4;4;4;4;4;3;4;4;4;4;2;3;4;3;3;4;1;1;4;3;;;0;310;27;10;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
330;4;0,78;0,84;97;0,08;0,17;"3,415";15;0,66;0,87;0,55;0,68;3;4;3;3;3;4;3;4;4;3;3;3;3;3;3;4;4;3;2;3;2;2;3;3;;"No contar con los equipos y reactivos necesarios para llevar a cabo todas las pruebas necesarias.";0;316;27;11;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
331;4;-0,58;-0,52;97;0,08;0,17;"3,415";15;0,66;0,87;-1,57;-1,36;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;2;3;4;1;1;4;4;;;0;316;27;11;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
332;4;-0,51;-0,44;97;0,08;0,17;"3,415";15;0,66;0,87;-1,58;-1,34;4;4;4;4;4;4;3;4;4;4;4;4;4;3;2;3;4;2;2;3;2;2;4;4;"El manejo del tema, el desarrollo del pensamiento crítico y entendimientom la importancia para el desarrollo profesional.";"Faltan horas de clase, considero que para la importancia de la materia es necesario una hora teórica más.";0;316;27;11;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
333;4;-0,87;-0,81;97;0,08;0,17;"3,415";15;0,66;0,87;-1,57;-1,33;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;2;2;4;4;"La asignatura de control de calidad permite crear un pensamiento crítico con respecto a las decisiones en la vida profesional.";"La principal debilidad está asociada con la baja retroalimentación que se tiene de los informes luego de la realización de los ensayos.";0;316;27;11;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
334;4;-0,06;2,0e-03;97;0,08;0,17;"3,415";15;0,66;0,87;0,56;0,68;3;4;4;4;4;3;3;4;4;3;4;4;3;4;4;3;4;3;3;4;2;1;3;3;;;0;320;27;12;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
335;4;0,79;0,83;97;0,08;0,17;"3,415";15;0,66;0,87;0,56;0,67;3;4;4;4;4;3;3;4;4;3;3;2;3;4;2;2;2;3;3;3;2;2;4;3;"Se esfuerza por promover el conocimiento, necesario para hacer esta actividad industrialmente.";;1;1425;27;10;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
336;3;0,98;0,63;97;0,08;0,17;"3,415";15;0,66;0,87;1,32;0,73;3;4;4;4;4;3;3;3;4;3;4;4;3;2;2;2;1;2;3;4;1;1;3;3;"Profesores conocedores del tema.";"Falta de instalaciones de laboratorio adecuados. Falta equipos necesarios para laboratorio.";1;1438;27;12;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
337;4;-1,20;-1,11;97;0,08;0,17;"3,415";15;0,66;0,87;-1,57;-1,36;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;4;2;1;4;4;"Brinda muchas herramientas para la vida profesional.";"Deficiente infraestructura en el laboratorio. Muchas prácticas no se pueden realizar por falta de equipos o reactivos.";1;1443;27;15;1;0;151;1;1;0;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
338;4;1,42;1,33;115;-0,27;-0,33;"3,358";17;0,61;0,44;1,28;1,09;3;3;3;2;3;3;3;3;4;3;1;2;3;3;3;3;3;3;4;4;2;2;3;3;;;0;191;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
339;4;-1,50;-1,54;115;-0,27;-0,33;"3,358";17;0,61;0,44;-1,62;-1,56;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;2;2;4;4;"Buen manejo del tema";;0;191;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
340;3;1,34;0,85;115;-0,27;-0,33;"3,358";17;0,61;0,44;1,94;1,03;3;3;2;3;3;3;2;3;3;3;4;3;2;3;3;3;3;4;2;3;2;2;3;3;"los temas son apreciables al sector cosmetcio asi como tambien asocia a otras materias como procesos y dieseno";"Las clase deberian se mas dinamicas u no tanto contenido teorico";0;193;23;11;1;1;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
341;4;-1,45;-1,48;115;-0,27;-0,33;"3,358";17;0,61;0,44;-1,61;-1,58;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;2;3;2;2;4;4;"Orden y seriedad";"las evaluaciones tiene puntos confusos";0;775;53;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
342;4;-1,12;-1,17;115;-0,27;-0,33;"3,358";17;0,61;0,44;-1,60;-1,58;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;2;3;3;2;2;4;4;"Dominio, experiencia y conocimiento de los temas";"Faltan practicas pedagogicas";1;1273;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
343;5;-0,84;-0,29;115;-0,27;-0,33;"3,358";17;0,61;0,44;-1,61;-0,89;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;2;1;3;4;"manejo del tema";;1;1274;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
344;3;1,16;0,66;115;-0,27;-0,33;"3,358";17;0,61;0,44;1,39;0,53;4;4;2;4;3;3;2;3;3;4;3;2;2;2;3;3;3;2;3;3;2;2;3;3;;;1;1433;27;11;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
345;5;0,60;1,21;115;-0,27;-0,33;"3,358";17;0,61;0,44;-0,36;0,44;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;4;3;3;3;2;2;4;4;"Conocimiento y dominio de los temas";"proponer mayores casos praacticos de la vidad profesional, aplicado a la asignatura";1;1435;27;11;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
346;4;0,84;0,76;115;-0,27;-0,33;"3,358";17;0,61;0,44;1,30;1,13;3;3;3;4;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;2;2;3;3;"Dominio, experiencia y conocimiento de los temas";"Faltan practicas pedagogicas";1;1443;27;15;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
347;4;1,32;1,15;122;-0,16;-0,32;"3,412";17;0,61;0,44;1,28;1,10;3;3;3;2;3;3;3;3;4;3;3;2;3;3;3;3;3;3;4;4;2;2;3;3;"Integralidad de ambos";"los parciales estan direccionados a la memoria";0;191;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
348;4;-1,43;-1,54;122;-0,16;-0,32;"3,412";17;0,61;0,44;-1,63;-1,56;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;2;2;4;4;"Silvia es una persona muy accesible que maneja los temas y los sabe trasmitir de una forma didactica";;0;191;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
349;5;-0,69;-0,22;122;-0,16;-0,32;"3,412";17;0,61;0,44;-1,61;-0,90;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;2;4;3;4;4;2;2;3;4;"Muy organizada";;0;192;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
350;4;-1,38;-1,48;122;-0,16;-0,32;"3,412";17;0,61;0,44;-1,58;-1,56;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;2;3;2;2;4;4;"Orden y seriedad";"Las evaluaciones tienen puntos confusos";0;775;53;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
351;5;-0,81;-0,33;122;-0,16;-0,32;"3,412";17;0,61;0,44;-1,62;-0,91;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;2;1;3;4;"Buen manejo del tema";;1;1274;23;1;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
352;4;0,11;-0,05;122;-0,16;-0,32;"3,412";17;0,61;0,44;1,37;1,18;4;4;2;4;3;3;4;3;3;4;3;4;4;4;3;3;3;2;3;3;2;2;3;3;;;1;1434;27;11;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
353;5;0,70;1,21;122;-0,16;-0,32;"3,412";17;0,61;0,44;-0,35;0,45;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;4;3;3;3;2;2;4;4;"Dominio de los temas";"Proponer mayores casos practicos de la vida profesional aplicado a la asignatura";1;1435;27;11;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
354;3;1,44;0,86;122;-0,16;-0,32;"3,412";17;0,61;0,44;1,95;1,02;3;3;2;3;3;3;2;3;3;3;4;3;2;3;3;3;3;4;2;3;2;2;3;3;"Los temas son aplicables al sector cosmetico";"demasiada teoria deberia existir mas dinamica";1;1433;27;11;1;1;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
355;4;0,94;0,77;122;-0,16;-0,32;"3,412";17;0,61;0,44;1,30;1,12;3;3;3;4;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;2;2;3;3;;;1;1443;27;15;1;0;154;1;1;0;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FARMACIA"
356;4;-0,79;-0,86;58;0,62;0,51;"3,608";18;-0,65;-1,14;0,12;-0,24;4;4;4;4;4;3;4;4;4;2;4;4;4;4;4;4;4;3;3;3;2;2;3;3;"TIENE BUENA PEDAGOGIA";;0;191;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
357;4;-1,24;-1,28;58;0,62;0,51;"3,608";18;-0,65;-1,14;0,88;0,49;4;4;4;4;4;4;3;4;3;2;4;4;4;4;4;4;4;3;2;4;2;2;4;3;"EXCELENTE PROFESOR";;0;191;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
358;4;0,05;-0,05;58;0,62;0,51;"3,608";18;-0,65;-1,14;-0,39;-0,76;4;4;4;4;4;4;3;4;4;3;3;4;3;4;4;3;4;1;1;4;2;2;3;3;;;0;191;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
359;4;0,34;0,24;58;0,62;0,51;"3,608";18;-0,65;-1,14;-0,41;-0,77;4;4;4;4;4;4;3;4;4;3;4;4;3;4;3;3;3;3;3;3;2;2;3;3;;;0;191;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
360;4;-0,22;-0,30;58;0,62;0,51;"3,608";18;-0,65;-1,14;-2,30;-2,44;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;3;3;3;2;1;4;4;"TIENE EXPERIENCIA EN EL TEMA POR LO QUE HABLA CON PROPIEDAD";;0;191;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
361;5;-0,35;0,11;58;0,62;0,51;"3,608";18;-0,65;-1,14;-2,27;-1,61;4;4;4;4;4;4;3;4;4;4;4;4;2;4;4;4;4;4;4;4;2;2;3;4;;"EN OCASIONES SUS EXPLICACIONES SON CONFUSAS";0;192;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
362;4;0,18;0,06;58;0,62;0,51;"3,608";18;-0,65;-1,14;2,02;1,57;4;4;4;4;4;4;2;2;3;2;3;4;4;4;4;3;3;2;2;2;1;1;3;3;"BUENOS CONOCIMIENTOS Y EXPERIENCIA INDUSTRIAL, FALTO MAS ANALISIS DE FORMAS DEL MODELO";;1;1273;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
363;5;0,16;0,67;58;0,62;0,51;"3,608";18;-0,65;-1,14;1,96;2,64;4;4;4;4;4;4;2;3;2;2;3;3;4;3;4;4;4;4;4;4;2;2;3;3;;;1;1274;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
364;5;-0,32;0,16;58;0,62;0,51;"3,608";18;-0,65;-1,14;1,47;2,17;4;4;4;4;4;4;3;3;3;2;4;4;4;4;4;1;4;2;3;4;2;2;3;3;;;1;1274;23;1;1;0;155;1;1;1;"PLANTA";"11/8/2014 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
365;4;1,23;0,97;12;1,02;0,76;"3,691";18;-0,65;-1,14;0,89;0,48;3;2;2;4;4;4;3;4;3;2;4;3;3;4;4;3;4;3;2;4;2;2;3;3;"APORTA EXPERIENCIA Y TIENE MUY BUENA IDEA SOBRE HACER LA CLASE MAS PRACTICA";"CLASE DESORDENADA, NO RESPETO FECHAS DE LABORATORIO";0;191;23;1;1;0;155;1;1;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
366;4;0,69;0,44;12;1,02;0,76;"3,691";18;-0,65;-1,14;-0,40;-0,76;4;4;4;3;4;4;3;4;4;3;3;4;4;4;4;3;2;1;1;4;2;2;3;3;;;0;191;23;1;1;0;155;1;1;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
367;4;-0,13;-0,33;12;1,02;0,76;"3,691";18;-0,65;-1,14;-0,40;-0,75;4;4;4;4;4;4;3;4;4;3;4;4;3;4;4;4;4;3;3;3;2;2;3;3;;;0;191;23;1;1;0;155;1;1;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
368;4;0,08;-0,12;12;1,02;0,76;"3,691";18;-0,65;-1,14;-2,28;-2,45;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;3;3;3;2;1;4;4;"MANEJA MUY BIEN EL TEMA, LE GUSTA Y SABE TRANSMITIR SU CONOCIMIENTO";;0;191;23;1;1;0;155;1;1;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
369;5;-0,48;-0,13;12;1,02;0,76;"3,691";18;-0,65;-1,14;0,11;0,78;3;4;4;1;4;4;4;4;4;2;4;4;4;4;4;4;4;3;3;3;2;2;4;3;"DESTACO LA DEDICACION PRERARACION Y ENTREGA DE LOS DOCUMENTOS DE LA SIGNATURA";"DEBE INCLUIR OTROS CONTENIDOS REFERENTES AL DISEÑO DE PRODUCTOS";0;192;23;1;1;0;155;1;1;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
370;5;-0,48;-0,11;12;1,02;0,76;"3,691";18;-0,65;-1,14;-2,30;-1,65;4;4;4;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"ES UNA DOCENTE QUE UTILIZA HERRAMIENTAS PEDAGOGICAS PARA REFORZAR EL APRENDIZAJE";;0;192;23;1;1;0;155;1;1;0;"PLANTA";"24/3/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FARMACIA"
