"Student";"Subject";"Y_sub";"SelfPerf_su";"Item"
1332;92;4;3;2
1333;92;4;4;2
1334;92;3;3;2
1335;92;3;4;2
1336;92;2;3;2
1337;92;1;3;2
1338;92;2;4;2
1339;92;3;4;2
1340;92;4;4;2
1341;92;2;3;2
1342;92;3;4;2
1343;92;2;3;2
1344;92;3;3;2
1345;92;4;4;2
1346;92;4;4;2
1347;92;3;5;2
1348;92;3;3;2
1349;93;4;4;2
1350;93;4;4;2
1351;93;4;4;2
1352;93;4;4;2
1353;93;3;4;2
1354;93;3;4;2
1355;93;4;4;2
1356;93;4;4;2
1357;93;4;4;2
1358;93;2;3;2
1359;102;4;4;2
1360;102;4;3;2
1361;102;3;4;2
1362;102;4;5;2
1363;102;4;4;2
1364;102;4;4;2
1365;102;4;4;2
1366;104;4;4;2
1367;104;4;5;2
1368;104;4;4;2
1369;104;3;4;2
1370;104;4;4;2
1371;104;4;4;2
1372;104;4;4;2
1373;104;4;3;2
1374;105;4;5;2
1375;105;4;4;2
1376;105;4;4;2
1377;105;4;5;2
1378;105;4;4;2
1379;105;4;5;2
1380;105;4;4;2
1;5;2;3;3
2;5;2;4;3
3;5;1;3;3
4;5;3;4;3
5;5;3;3;3
6;5;3;4;3
7;5;2;4;3
8;5;2;3;3
9;5;3;4;3
10;5;3;4;3
11;5;4;3;3
12;5;2;3;3
13;5;4;5;3
14;11;3;4;3
15;11;4;3;3
16;11;4;4;3
17;11;4;4;3
18;11;3;4;3
19;11;4;4;3
20;11;2;3;3
21;11;3;4;3
22;11;4;4;3
23;11;2;4;3
24;11;3;4;3
25;11;3;4;3
26;12;3;4;3
27;12;3;3;3
28;12;3;4;3
29;12;3;4;3
30;12;4;4;3
31;12;2;4;3
32;12;4;4;3
33;12;4;3;3
34;12;4;4;3
35;12;4;4;3
36;12;4;4;3
37;12;2;3;3
38;14;3;3;3
39;14;2;4;3
40;14;3;4;3
41;14;2;4;3
42;14;3;3;3
43;14;4;3;3
44;14;3;4;3
45;14;4;4;3
46;14;3;3;3
47;14;2;4;3
48;14;3;4;3
49;14;4;4;3
50;14;3;4;3
51;14;4;4;3
52;14;3;4;3
53;14;3;4;3
54;34;3;3;3
55;34;2;4;3
56;34;2;3;3
57;34;2;4;3
58;34;1;4;3
59;34;3;3;3
60;46;3;4;3
61;46;2;4;3
62;46;2;4;3
63;46;2;4;3
64;46;4;4;3
65;46;2;4;3
66;46;2;4;3
67;46;4;4;3
68;46;3;3;3
69;46;4;2;3
70;46;2;4;3
71;46;2;4;3
72;46;3;4;3
73;46;2;1;3
74;46;4;3;3
75;46;2;3;3
76;46;3;4;3
77;46;3;3;3
78;46;2;4;3
79;46;3;4;3
80;56;4;4;3
81;56;3;4;3
82;56;4;4;3
83;56;4;4;3
84;56;3;4;3
85;56;4;3;3
86;75;3;4;3
87;75;2;4;3
88;75;4;5;3
89;75;4;5;3
90;75;4;4;3
91;75;4;4;3
92;75;3;4;3
93;75;4;4;3
94;75;3;4;3
95;75;3;4;3
96;75;3;4;3
97;75;4;5;3
98;75;4;5;3
99;75;4;4;3
100;75;4;4;3
101;75;3;5;3
102;75;4;4;3
103;75;4;4;3
104;76;3;4;3
105;76;2;4;3
106;76;2;4;3
107;76;4;5;3
108;76;3;4;3
109;76;3;4;3
110;76;4;5;3
111;76;3;4;3
112;76;3;4;3
113;76;4;4;3
114;76;1;3;3
115;76;2;4;3
116;76;3;4;3
117;76;2;5;3
118;76;3;4;3
119;76;1;4;3
120;76;3;4;3
121;83;4;4;3
122;83;4;5;3
123;83;4;4;3
124;83;4;4;3
125;83;4;5;3
126;2;2;3;3
127;2;3;3;3
128;2;4;4;3
129;2;3;4;3
130;2;2;3;3
131;2;3;4;3
132;2;4;3;3
133;2;4;3;3
134;27;4;4;3
135;27;3;4;3
136;27;3;4;3
137;27;4;4;3
138;27;4;3;3
139;27;3;4;3
140;27;4;4;3
141;27;4;5;3
142;27;4;4;3
143;27;4;3;3
144;27;3;4;3
145;72;4;3;3
146;72;1;4;3
147;72;4;4;3
148;72;2;4;3
149;72;3;4;3
150;72;3;4;3
151;72;4;4;3
152;72;3;5;3
153;72;4;5;3
154;72;3;3;3
155;72;3;3;3
156;72;4;3;3
157;72;2;4;3
158;72;3;4;3
159;72;2;4;3
160;72;4;5;3
161;73;3;4;3
162;73;4;4;3
163;73;4;5;3
164;73;4;5;3
165;73;4;3;3
166;73;3;4;3
167;73;3;4;3
168;73;4;4;3
169;73;4;4;3
170;73;3;4;3
171;73;3;5;3
172;79;3;4;3
173;79;3;4;3
174;79;4;4;3
175;79;4;4;3
176;79;2;4;3
177;79;2;3;3
178;79;2;3;3
179;79;3;4;3
180;79;3;4;3
181;79;3;4;3
182;79;3;4;3
183;79;2;3;3
184;81;4;4;3
185;81;4;5;3
186;81;3;3;3
187;81;4;4;3
188;81;4;4;3
189;82;4;4;3
190;82;4;4;3
191;82;3;4;3
192;82;4;4;3
193;82;4;5;3
194;82;4;4;3
195;82;4;4;3
196;82;3;5;3
197;82;4;3;3
198;82;4;4;3
199;96;4;5;3
200;96;4;4;3
201;96;3;4;3
202;96;3;4;3
203;96;2;5;3
204;96;4;5;3
205;96;4;4;3
206;96;1;3;3
207;96;3;4;3
208;96;4;5;3
209;96;1;2;3
210;96;2;4;3
211;96;3;4;3
212;96;3;4;3
213;96;3;4;3
214;96;4;3;3
215;96;3;4;3
216;96;1;4;3
217;97;2;4;3
218;97;4;4;3
219;97;1;4;3
220;97;3;4;3
221;97;4;4;3
222;97;1;4;3
223;97;3;5;3
224;97;4;4;3
225;97;4;4;3
226;98;3;4;3
227;98;4;4;3
228;98;2;4;3
229;98;4;4;3
230;98;3;5;3
231;98;4;4;3
232;98;4;5;3
233;98;4;3;3
234;98;4;4;3
235;110;2;3;3
236;110;2;4;3
237;110;3;4;3
238;110;3;3;3
239;110;3;2;3
240;110;2;3;3
241;110;3;4;3
242;111;3;3;3
243;111;4;4;3
244;111;3;4;3
245;111;3;4;3
246;111;3;5;3
247;111;4;3;3
248;111;2;2;3
249;111;4;3;3
250;111;3;3;3
251;111;2;4;3
252;111;4;4;3
253;111;4;3;3
254;111;4;4;3
255;111;4;4;3
256;111;4;4;3
257;111;2;4;3
258;111;4;4;3
259;111;3;4;3
260;111;4;5;3
261;111;4;5;3
262;112;4;3;3
263;112;4;5;3
264;112;4;5;3
265;112;3;4;3
266;112;3;4;3
267;112;4;5;3
268;112;4;4;3
269;112;4;4;3
270;112;4;4;3
271;112;3;4;3
272;112;4;4;3
273;112;4;4;3
274;112;4;5;3
275;112;4;4;3
276;112;4;4;3
277;113;3;4;3
278;113;4;4;3
279;113;2;5;3
280;113;3;5;3
281;113;3;4;3
282;113;4;4;3
283;113;4;4;3
284;113;3;3;3
285;113;1;4;3
286;113;2;2;3
287;113;4;4;3
288;113;4;4;3
289;115;2;3;3
290;115;3;4;3
291;115;4;4;3
292;115;4;3;3
293;115;3;4;3
294;115;3;4;3
295;115;1;3;3
296;115;3;3;3
297;116;4;4;3
298;116;4;4;3
299;116;4;3;3
300;116;4;4;3
301;116;4;4;3
302;116;3;4;3
303;116;4;4;3
304;116;4;4;3
305;116;4;4;3
306;116;4;4;3
307;116;4;4;3
308;116;4;3;3
309;7;4;4;3
310;7;4;5;3
311;7;2;4;3
312;7;4;4;3
313;7;4;4;3
314;7;4;5;3
315;7;4;4;3
316;7;4;4;3
317;7;4;5;3
318;15;2;3;3
319;15;3;3;3
320;15;3;4;3
321;15;4;4;3
322;15;4;4;3
323;15;4;5;3
324;15;3;4;3
325;15;3;4;3
326;15;3;3;3
327;15;4;4;3
328;15;2;3;3
329;15;3;3;3
330;15;3;4;3
331;15;4;4;3
332;15;4;4;3
333;15;4;4;3
334;15;3;4;3
335;15;3;4;3
336;15;3;3;3
337;15;4;4;3
338;17;3;4;3
339;17;4;4;3
340;17;3;3;3
341;17;4;4;3
342;17;4;4;3
343;17;4;5;3
344;17;4;3;3
345;17;3;5;3
346;17;3;4;3
347;17;3;4;3
348;17;4;4;3
349;17;4;5;3
350;17;4;4;3
351;17;4;5;3
352;17;4;4;3
353;17;3;5;3
354;17;3;3;3
355;17;3;4;3
356;18;2;4;3
357;18;2;4;3
358;18;3;4;3
359;18;3;4;3
360;18;4;4;3
361;18;4;5;3
362;18;2;4;3
363;18;2;5;3
364;18;2;5;3
365;18;2;4;3
366;18;3;4;3
367;18;3;4;3
368;18;4;4;3
369;18;2;5;3
370;18;4;5;3
371;18;2;4;3
372;18;2;5;3
373;18;2;5;3
374;19;4;4;3
375;19;3;3;3
376;19;3;4;3
377;19;4;4;3
378;19;4;4;3
379;19;4;5;3
380;19;3;4;3
381;19;4;4;3
382;19;3;3;3
383;19;3;4;3
384;19;4;4;3
385;19;4;4;3
386;19;4;5;3
387;19;3;4;3
388;84;3;4;3
389;84;4;4;3
390;84;4;4;3
391;84;4;5;3
392;84;4;4;3
393;84;4;4;3
394;99;4;4;3
395;99;4;4;3
396;99;4;4;3
397;99;3;4;3
398;99;2;3;3
399;99;2;4;3
400;99;2;4;3
401;99;2;5;3
402;99;2;5;3
403;99;4;5;3
404;99;2;3;3
405;99;2;4;3
406;99;2;4;3
407;99;2;5;3
408;99;2;5;3
409;99;4;5;3
410;99;4;4;3
411;99;4;4;3
412;99;4;4;3
413;99;3;4;3
414;119;3;3;3
415;119;3;4;3
416;119;3;4;3
417;119;3;4;3
418;119;3;4;3
419;119;4;4;3
420;119;3;3;3
421;119;3;4;3
422;119;3;4;3
423;119;3;4;3
424;119;3;4;3
425;119;4;4;3
426;121;3;3;3
427;121;4;4;3
428;121;4;5;3
429;121;4;4;3
430;121;3;4;3
431;121;3;4;3
432;121;4;4;3
433;121;4;4;3
434;121;3;4;3
435;121;4;4;3
436;121;4;4;3
437;121;4;4;3
438;121;3;3;3
439;121;3;4;3
440;121;3;4;3
441;121;3;4;3
442;121;4;4;3
443;121;4;4;3
444;21;3;3;3
445;21;2;3;3
446;21;4;3;3
447;21;4;3;3
448;21;4;4;3
449;21;2;3;3
450;21;3;4;3
451;22;4;3;3
452;22;3;3;3
453;22;4;3;3
454;22;4;4;3
455;22;2;3;3
456;22;2;3;3
457;22;3;4;3
458;22;3;4;3
459;22;4;4;3
460;22;3;3;3
461;22;2;4;3
462;22;4;4;3
463;22;2;4;3
464;22;2;2;3
465;22;3;2;3
466;23;4;4;3
467;23;4;5;3
468;23;3;4;3
469;23;3;3;3
470;23;2;4;3
471;23;4;4;3
472;23;4;5;3
473;24;4;3;3
474;24;2;4;3
475;24;4;4;3
476;24;4;5;3
477;24;4;4;3
478;24;3;4;3
479;24;3;3;3
480;24;3;4;3
481;24;4;4;3
482;24;4;4;3
483;24;3;4;3
484;24;1;2;3
485;24;3;4;3
486;24;1;3;3
487;24;2;3;3
488;24;4;3;3
489;24;4;4;3
490;24;4;4;3
491;31;3;4;3
492;31;4;5;3
493;31;4;4;3
494;31;4;4;3
495;31;4;4;3
496;31;4;4;3
497;31;4;5;3
498;36;2;3;3
499;36;4;3;3
500;36;4;3;3
501;36;4;3;3
502;36;3;3;3
503;36;4;4;3
504;36;3;4;3
505;44;4;5;3
506;44;2;4;3
507;44;3;4;3
508;44;4;4;3
509;44;3;5;3
510;44;4;3;3
511;44;2;4;3
512;44;3;4;3
513;44;4;4;3
514;44;3;4;3
515;44;4;4;3
516;44;2;3;3
517;44;4;4;3
518;49;2;4;3
519;49;2;4;3
520;49;1;4;3
521;49;1;4;3
522;49;3;4;3
523;49;2;4;3
524;49;1;1;3
525;49;1;4;3
526;49;2;4;3
527;49;1;4;3
528;49;1;4;3
529;49;2;4;3
530;49;2;4;3
531;49;3;4;3
532;49;1;4;3
533;49;2;4;3
534;49;1;1;3
535;49;2;4;3
536;49;1;4;3
537;49;1;4;3
538;60;4;4;3
539;60;4;4;3
540;60;4;5;3
541;60;3;3;3
542;60;3;4;3
543;60;4;4;3
544;60;4;4;3
545;60;3;3;3
546;61;2;3;3
547;61;4;4;3
548;61;4;4;3
549;61;3;4;3
550;61;4;5;3
551;61;3;3;3
552;61;4;4;3
553;62;4;4;3
554;62;2;5;3
555;62;2;3;3
556;62;2;3;3
557;62;4;4;3
558;62;4;4;3
559;62;4;5;3
560;62;4;5;3
561;62;2;3;3
562;62;3;3;3
563;62;3;4;3
564;62;3;5;3
565;62;4;5;3
566;62;4;5;3
567;62;4;5;3
568;63;3;3;3
569;63;4;4;3
570;63;4;3;3
571;63;3;3;3
572;63;3;3;3
573;63;2;4;3
574;63;4;5;3
575;63;4;5;3
576;64;2;4;3
577;64;2;3;3
578;64;3;5;3
579;64;2;3;3
580;64;3;3;3
581;64;2;4;3
582;64;2;3;3
583;64;3;4;3
584;64;2;4;3
585;64;2;4;3
586;64;3;4;3
587;64;4;5;3
588;64;4;3;3
589;64;2;3;3
590;64;2;4;3
591;64;4;3;3
592;64;3;4;3
593;65;4;4;3
594;65;2;4;3
595;65;3;3;3
596;65;3;4;3
597;65;4;5;3
598;65;3;3;3
599;65;1;4;3
600;66;4;5;3
601;66;2;4;3
602;66;4;3;3
603;66;4;5;3
604;66;4;5;3
605;66;3;3;3
606;66;4;4;3
607;66;4;4;3
608;67;3;4;3
609;67;3;5;3
610;67;3;5;3
611;67;4;5;3
612;67;4;5;3
613;67;3;3;3
614;67;2;4;3
615;67;3;4;3
616;67;3;4;3
617;67;3;4;3
618;67;4;4;3
619;68;2;4;3
620;68;2;4;3
621;68;3;4;3
622;68;1;4;3
623;68;4;5;3
624;68;4;5;3
625;68;1;4;3
626;68;4;4;3
627;68;3;4;3
628;68;3;4;3
629;68;1;4;3
630;68;1;4;3
631;68;2;4;3
632;68;4;4;3
633;69;2;4;3
634;69;3;4;3
635;69;4;4;3
636;69;3;4;3
637;69;3;4;3
638;69;2;4;3
639;69;4;5;3
640;69;3;4;3
641;69;3;2;3
642;69;2;3;3
643;69;3;4;3
644;69;3;4;3
645;69;3;4;3
646;69;3;4;3
647;69;4;4;3
648;89;4;4;3
649;89;3;4;3
650;89;2;4;3
651;89;2;5;3
652;89;3;5;3
653;89;3;5;3
654;89;4;4;3
655;94;4;4;3
656;94;2;4;3
657;94;3;4;3
658;94;2;4;3
659;94;3;5;3
660;94;3;4;3
661;106;4;5;3
662;106;4;5;3
663;106;4;5;3
664;106;4;5;3
665;106;4;5;3
666;106;3;3;3
667;117;4;5;3
668;117;4;4;3
669;117;3;4;3
670;117;1;4;3
671;117;3;4;3
672;118;4;4;3
673;118;4;5;3
674;118;4;4;3
675;118;4;3;3
676;118;3;4;3
677;118;4;4;3
678;118;4;4;3
679;118;4;5;3
680;118;3;3;3
681;118;2;4;3
682;118;4;5;3
683;118;4;5;3
684;20;4;4;3
685;20;4;5;3
686;20;2;4;3
687;20;2;3;3
688;20;4;4;3
689;20;4;4;3
690;20;4;4;3
691;20;2;4;3
692;20;3;4;3
693;20;2;4;3
694;28;4;4;3
695;28;2;4;3
696;28;4;5;3
697;28;3;5;3
698;28;4;5;3
699;28;4;4;3
700;28;2;5;3
701;30;3;4;3
702;30;2;3;3
703;30;2;4;3
704;30;1;2;3
705;30;1;3;3
706;30;3;3;3
707;30;1;4;3
708;30;2;4;3
709;30;2;2;3
710;30;1;2;3
711;30;1;4;3
712;38;3;4;3
713;38;3;4;3
714;38;4;5;3
715;38;3;5;3
716;38;4;5;3
717;38;3;4;3
718;39;2;4;3
719;39;4;5;3
720;39;3;4;3
721;39;3;4;3
722;39;4;4;3
723;40;1;4;3
724;40;1;4;3
725;40;3;4;3
726;40;3;4;3
727;40;2;4;3
728;40;1;4;3
729;40;1;2;3
730;40;2;3;3
731;40;2;4;3
732;40;2;4;3
733;40;1;4;3
734;40;2;4;3
735;40;1;3;3
736;40;2;3;3
737;40;1;4;3
738;40;1;3;3
739;41;4;4;3
740;41;2;4;3
741;41;2;4;3
742;41;3;4;3
743;41;3;4;3
744;41;4;4;3
745;42;4;4;3
746;42;3;4;3
747;42;3;4;3
748;42;3;5;3
749;42;3;4;3
750;42;3;3;3
751;42;4;4;3
752;42;3;4;3
753;42;4;4;3
754;45;2;5;3
755;45;3;3;3
756;45;3;5;3
757;45;4;5;3
758;50;4;4;3
759;50;2;4;3
760;50;3;4;3
761;50;4;5;3
762;50;4;4;3
763;50;4;4;3
764;50;3;4;3
765;50;3;4;3
766;50;4;4;3
767;57;4;4;3
768;57;4;4;3
769;57;4;5;3
770;57;1;4;3
771;57;4;4;3
772;70;4;4;3
773;70;4;4;3
774;70;2;5;3
775;70;4;5;3
776;70;2;4;3
777;70;2;4;3
778;70;4;5;3
779;70;4;4;3
780;70;4;4;3
781;70;2;5;3
782;70;4;5;3
783;70;2;4;3
784;70;2;4;3
785;70;4;5;3
786;74;2;4;3
787;74;2;4;3
788;74;3;4;3
789;74;3;4;3
790;74;4;3;3
791;74;1;3;3
792;74;2;4;3
793;74;4;4;3
794;74;2;4;3
795;74;3;4;3
796;74;2;2;3
797;74;3;4;3
798;74;4;4;3
799;74;1;3;3
800;74;4;4;3
801;74;3;4;3
802;74;4;4;3
803;77;3;4;3
804;77;3;4;3
805;77;4;4;3
806;77;4;5;3
807;77;2;4;3
808;78;4;3;3
809;78;3;4;3
810;78;4;5;3
811;78;4;4;3
812;78;4;4;3
813;78;3;4;3
814;78;4;4;3
815;78;4;4;3
816;78;4;4;3
817;78;3;5;3
818;78;4;5;3
819;78;4;4;3
820;78;4;4;3
821;78;4;4;3
822;78;4;4;3
823;78;3;4;3
824;78;4;4;3
825;78;4;4;3
826;85;3;4;3
827;85;3;4;3
828;85;3;4;3
829;85;3;3;3
830;85;4;3;3
831;85;3;4;3
832;85;2;4;3
833;85;3;4;3
834;85;2;4;3
835;85;3;4;3
836;85;3;4;3
837;85;4;4;3
838;86;3;4;3
839;86;4;4;3
840;86;4;4;3
841;86;4;5;3
842;86;3;4;3
843;86;4;4;3
844;87;4;4;3
845;87;3;4;3
846;87;4;4;3
847;87;2;4;3
848;87;1;4;3
849;87;3;4;3
850;87;4;4;3
851;87;3;3;3
852;87;4;5;3
853;87;4;4;3
854;101;3;4;3
855;101;4;5;3
856;101;4;4;3
857;101;4;4;3
858;101;4;4;3
859;101;4;5;3
860;101;4;5;3
861;101;4;4;3
862;101;3;4;3
863;101;4;5;3
864;101;4;5;3
865;101;4;5;3
866;101;4;4;3
867;101;4;5;3
868;123;4;4;3
869;123;3;4;3
870;123;4;4;3
871;123;4;4;3
872;123;3;5;3
873;123;4;5;3
874;123;4;4;3
875;123;3;4;3
876;123;4;4;3
877;123;4;4;3
878;123;4;4;3
879;123;4;5;3
880;123;4;4;3
881;123;4;4;3
882;123;4;5;3
883;123;4;5;3
884;123;4;4;3
885;6;1;4;3
886;6;2;4;3
887;6;4;4;3
888;6;2;4;3
889;6;4;4;3
890;6;2;5;3
891;6;2;4;3
892;6;2;3;3
893;6;4;5;3
894;6;4;4;3
895;6;3;5;3
896;6;3;4;3
897;6;3;4;3
898;8;3;4;3
899;8;4;5;3
900;8;4;5;3
901;8;4;4;3
902;8;3;3;3
903;9;4;4;3
904;9;4;4;3
905;9;4;5;3
906;9;2;4;3
907;9;4;4;3
908;9;3;3;3
909;9;3;4;3
910;9;4;4;3
911;9;3;4;3
912;9;4;4;3
913;9;3;4;3
914;9;4;4;3
915;9;4;4;3
916;10;4;3;3
917;10;3;4;3
918;10;4;4;3
919;10;4;4;3
920;10;4;4;3
921;10;4;3;3
922;10;4;4;3
923;26;4;5;3
924;26;4;4;3
925;26;4;4;3
926;26;3;3;3
927;26;3;4;3
928;26;4;4;3
929;26;4;5;3
930;26;4;4;3
931;26;4;5;3
932;26;4;4;3
933;26;4;4;3
934;26;4;5;3
935;26;4;5;3
936;26;4;3;3
937;26;4;4;3
938;26;4;4;3
939;35;4;4;3
940;35;2;4;3
941;35;3;4;3
942;35;4;3;3
943;35;2;3;3
944;35;2;4;3
945;35;3;4;3
946;35;3;4;3
947;35;4;5;3
948;35;3;4;3
949;35;2;4;3
950;35;4;4;3
951;35;4;5;3
952;35;3;4;3
953;35;2;3;3
954;35;4;4;3
955;35;3;4;3
956;35;3;4;3
957;37;3;4;3
958;37;4;4;3
959;37;4;5;3
960;37;3;3;3
961;37;4;4;3
962;48;2;4;3
963;48;4;4;3
964;48;3;4;3
965;48;2;4;3
966;48;1;4;3
967;48;1;4;3
968;48;2;4;3
969;48;3;4;3
970;48;3;4;3
971;51;3;3;3
972;51;1;3;3
973;51;4;4;3
974;51;3;4;3
975;51;4;4;3
976;51;4;4;3
977;51;4;4;3
978;51;3;4;3
979;51;4;4;3
980;51;4;4;3
981;51;4;4;3
982;51;4;5;3
983;51;4;4;3
984;58;1;4;3
985;58;2;1;3
986;58;3;4;3
987;58;2;4;3
988;58;1;4;3
989;58;3;4;3
990;58;3;4;3
991;58;1;1;3
992;58;1;4;3
993;58;1;4;3
994;58;2;4;3
995;58;2;4;3
996;58;1;4;3
997;58;3;4;3
998;58;2;5;3
999;58;3;5;3
1000;58;2;4;3
1001;58;3;4;3
1002;58;1;2;3
1003;100;3;3;3
1004;100;3;4;3
1005;100;2;3;3
1006;100;4;4;3
1007;100;3;4;3
1008;100;3;4;3
1009;100;4;5;3
1010;100;3;5;3
1011;100;3;4;3
1012;100;4;4;3
1013;100;4;4;3
1014;100;4;3;3
1015;100;3;4;3
1016;100;4;5;3
1017;100;4;4;3
1018;100;4;5;3
1019;100;3;4;3
1020;100;4;4;3
1021;100;4;5;3
1022;100;4;4;3
1023;122;3;3;3
1024;122;4;4;3
1025;122;4;4;3
1026;122;3;5;3
1027;122;3;3;3
1028;122;4;3;3
1029;122;3;4;3
1030;122;3;4;3
1031;122;2;4;3
1032;122;4;5;3
1033;122;3;3;3
1034;122;3;4;3
1035;122;3;5;3
1036;122;2;3;3
1037;122;2;3;3
1038;122;3;3;3
1039;122;3;4;3
1040;122;3;4;3
1041;1;4;4;3
1042;1;4;5;3
1043;1;4;4;3
1044;1;4;3;3
1045;1;4;4;3
1046;1;4;4;3
1047;1;4;4;3
1048;1;4;5;3
1049;1;4;5;3
1050;1;4;4;3
1051;3;3;4;3
1052;3;1;4;3
1053;3;4;4;3
1054;3;4;5;3
1055;3;3;4;3
1056;3;3;3;3
1057;3;3;4;3
1058;3;3;4;3
1059;4;3;3;3
1060;4;4;3;3
1061;4;4;5;3
1062;4;3;3;3
1063;4;1;3;3
1064;4;3;3;3
1065;4;4;4;3
1066;4;4;3;3
1067;4;4;3;3
1068;4;3;3;3
1069;29;3;4;3
1070;29;4;4;3
1071;29;4;4;3
1072;29;3;4;3
1073;29;3;4;3
1074;43;3;4;3
1075;43;2;3;3
1076;43;3;3;3
1077;43;3;4;3
1078;43;4;4;3
1079;43;4;4;3
1080;43;4;3;3
1081;43;4;4;3
1082;47;2;3;3
1083;47;3;4;3
1084;47;3;3;3
1085;47;4;5;3
1086;47;3;4;3
1087;47;4;4;3
1088;47;3;2;3
1089;47;1;3;3
1090;47;3;4;3
1091;47;1;3;3
1092;47;4;5;3
1093;47;4;4;3
1094;52;4;3;3
1095;52;4;5;3
1096;52;4;3;3
1097;52;2;4;3
1098;52;3;4;3
1099;52;3;4;3
1100;52;4;4;3
1101;52;3;3;3
1102;52;2;3;3
1103;52;3;3;3
1104;52;4;3;3
1105;52;4;4;3
1106;52;4;4;3
1107;52;4;5;3
1108;52;3;4;3
1109;52;4;3;3
1110;52;3;2;3
1111;52;4;4;3
1112;59;2;3;3
1113;59;2;2;3
1114;59;3;4;3
1115;59;1;3;3
1116;59;2;3;3
1117;59;2;3;3
1118;59;2;4;3
1119;59;3;4;3
1120;59;3;3;3
1121;59;3;3;3
1122;59;2;3;3
1123;59;3;3;3
1124;59;1;3;3
1125;59;2;4;3
1126;80;3;4;3
1127;80;3;2;3
1128;80;2;4;3
1129;80;1;4;3
1130;80;3;4;3
1131;80;4;4;3
1132;103;4;4;3
1133;103;4;5;3
1134;103;3;4;3
1135;103;4;4;3
1136;103;4;4;3
1137;103;4;5;3
1138;107;2;4;3
1139;107;4;3;3
1140;107;4;3;3
1141;107;3;5;3
1142;107;4;5;3
1143;107;3;5;3
1144;107;4;5;3
1145;107;4;4;3
1146;107;4;4;3
1147;107;4;5;3
1148;107;4;5;3
1149;108;4;4;3
1150;108;4;3;3
1151;108;4;3;3
1152;108;4;4;3
1153;108;4;3;3
1154;108;4;4;3
1155;108;4;5;3
1156;108;4;4;3
1157;108;2;2;3
1158;108;3;4;3
1159;109;4;5;3
1160;109;4;4;3
1161;109;3;4;3
1162;109;4;4;3
1163;109;4;3;3
1164;109;4;4;3
1165;114;4;4;3
1166;114;3;5;3
1167;114;2;3;3
1168;114;1;4;3
1169;114;4;4;3
1170;114;4;4;3
1171;114;2;4;3
1172;114;3;4;3
1173;114;3;4;3
1174;120;4;5;3
1175;120;4;4;3
1176;120;4;4;3
1177;120;3;4;3
1178;120;3;3;3
1179;120;3;4;3
1180;120;4;4;3
1181;120;4;4;3
1182;120;4;4;3
1183;120;4;4;3
1184;120;4;4;3
1185;33;4;4;3
1186;33;4;5;3
1187;33;3;4;3
1188;33;3;4;3
1189;33;4;4;3
1190;33;3;4;3
1191;33;3;5;3
1192;33;3;5;3
1193;95;2;4;3
1194;95;1;3;3
1195;95;4;3;3
1196;95;4;4;3
1197;95;4;4;3
1198;95;4;4;3
1199;95;3;4;3
1200;95;4;4;3
1201;95;3;3;3
1202;95;3;3;3
1203;95;4;5;3
1204;95;4;3;3
1205;95;3;2;3
1206;95;4;3;3
1207;95;4;4;3
1208;13;3;4;3
1209;13;3;4;3
1210;13;3;4;3
1211;13;2;4;3
1212;13;4;4;3
1213;13;3;4;3
1214;13;3;4;3
1215;13;3;4;3
1216;13;3;4;3
1217;13;2;4;3
1218;13;4;4;3
1219;13;3;4;3
1220;13;3;4;3
1221;13;3;4;3
1222;13;3;4;3
1223;13;2;4;3
1224;13;4;4;3
1225;13;3;4;3
1226;16;4;5;3
1227;16;4;4;3
1228;16;4;4;3
1229;16;4;4;3
1230;16;4;4;3
1231;16;4;4;3
1232;16;4;5;3
1233;16;4;5;3
1234;25;4;4;3
1235;25;4;5;3
1236;25;4;4;3
1237;25;1;3;3
1238;25;4;4;3
1239;32;4;4;3
1240;32;4;3;3
1241;32;3;3;3
1242;32;4;4;3
1243;32;4;5;3
1244;32;3;5;3
1245;32;3;5;3
1246;32;4;4;3
1247;32;4;3;3
1248;32;4;4;3
1249;32;4;4;3
1250;32;3;4;3
1251;32;3;3;3
1252;32;4;3;3
1253;32;4;3;3
1254;32;4;4;3
1255;32;4;4;3
1256;32;4;5;3
1257;53;2;4;3
1258;53;4;4;3
1259;53;3;4;3
1260;53;3;4;3
1261;53;4;5;3
1262;53;3;3;3
1263;53;4;4;3
1264;53;1;4;3
1265;53;2;3;3
1266;53;2;4;3
1267;54;3;4;3
1268;54;4;4;3
1269;54;4;4;3
1270;54;4;4;3
1271;54;4;4;3
1272;54;4;4;3
1273;54;3;4;3
1274;54;4;4;3
1275;55;2;3;3
1276;55;4;3;3
1277;55;4;5;3
1278;55;3;3;3
1279;55;3;4;3
1280;55;3;4;3
1281;55;3;4;3
1282;55;3;2;3
1283;55;3;3;3
1284;55;4;3;3
1285;55;1;3;3
1286;55;3;4;3
1287;55;2;4;3
1288;71;4;4;3
1289;71;4;4;3
1290;71;4;4;3
1291;71;4;4;3
1292;71;4;4;3
1293;71;4;4;3
1294;71;4;4;3
1295;71;4;4;3
1296;71;4;4;3
1297;71;4;4;3
1298;71;4;4;3
1299;71;4;4;3
1300;71;3;4;3
1301;71;4;4;3
1302;71;4;4;3
1303;71;3;4;3
1304;88;3;4;3
1305;88;3;4;3
1306;88;3;3;3
1307;88;4;4;3
1308;88;3;4;3
1309;90;2;3;3
1310;90;4;4;3
1311;90;4;4;3
