"Student";"Subject";"Y_sub";"SelfPerf_su";"Item"
1351;93;4;4;1
1352;93;4;4;1
1353;93;4;4;1
1354;93;4;4;1
1355;93;4;4;1
1356;93;4;4;1
1357;93;4;4;1
1358;93;2;3;1
1359;102;3;4;1
1360;102;4;3;1
1361;102;3;4;1
1362;102;4;5;1
1363;102;4;4;1
1364;102;3;4;1
1365;102;4;4;1
1366;104;4;4;1
1367;104;4;5;1
1368;104;4;4;1
1369;104;4;4;1
1370;104;4;4;1
1371;104;4;4;1
1372;104;4;4;1
1373;104;4;3;1
1374;105;4;5;1
1375;105;4;4;1
1376;105;4;4;1
1377;105;4;5;1
1378;105;4;4;1
1379;105;3;5;1
1380;105;4;4;1
1;5;3;3;2
2;5;3;4;2
3;5;2;3;2
4;5;3;4;2
5;5;3;3;2
6;5;4;4;2
7;5;3;4;2
8;5;2;3;2
9;5;3;4;2
10;5;4;4;2
11;5;4;3;2
12;5;3;3;2
13;5;4;5;2
14;11;3;4;2
15;11;4;3;2
16;11;4;4;2
17;11;4;4;2
18;11;4;4;2
19;11;4;4;2
20;11;2;3;2
21;11;4;4;2
22;11;4;4;2
23;11;3;4;2
24;11;4;4;2
25;11;4;4;2
26;12;4;4;2
27;12;3;3;2
28;12;4;4;2
29;12;4;4;2
30;12;4;4;2
31;12;2;4;2
32;12;3;4;2
33;12;4;3;2
34;12;3;4;2
35;12;4;4;2
36;12;4;4;2
37;12;4;3;2
38;14;4;3;2
39;14;4;4;2
40;14;4;4;2
41;14;3;4;2
42;14;4;3;2
43;14;4;3;2
44;14;3;4;2
45;14;4;4;2
46;14;4;3;2
47;14;3;4;2
48;14;4;4;2
49;14;4;4;2
50;14;2;4;2
51;14;3;4;2
52;14;3;4;2
53;14;3;4;2
54;34;3;3;2
55;34;3;4;2
56;34;4;3;2
57;34;3;4;2
58;34;2;4;2
59;34;3;3;2
60;46;4;4;2
61;46;4;4;2
62;46;3;4;2
63;46;3;4;2
64;46;3;4;2
65;46;2;4;2
66;46;4;4;2
67;46;4;4;2
68;46;3;3;2
69;46;4;2;2
70;46;3;4;2
71;46;3;4;2
72;46;4;4;2
73;46;3;1;2
74;46;4;3;2
75;46;3;3;2
76;46;2;4;2
77;46;3;3;2
78;46;3;4;2
79;46;3;4;2
80;56;4;4;2
81;56;4;4;2
82;56;4;4;2
83;56;4;4;2
84;56;3;4;2
85;56;4;3;2
86;75;4;4;2
87;75;3;4;2
88;75;4;5;2
89;75;4;5;2
90;75;4;4;2
91;75;4;4;2
92;75;3;4;2
93;75;4;4;2
94;75;4;4;2
95;75;4;4;2
96;75;4;4;2
97;75;4;5;2
98;75;4;5;2
99;75;3;4;2
100;75;4;4;2
101;75;4;5;2
102;75;4;4;2
103;75;4;4;2
104;76;4;4;2
105;76;3;4;2
106;76;3;4;2
107;76;4;5;2
108;76;4;4;2
109;76;4;4;2
110;76;4;5;2
111;76;3;4;2
112;76;4;4;2
113;76;4;4;2
114;76;3;3;2
115;76;3;4;2
116;76;3;4;2
117;76;3;5;2
118;76;4;4;2
119;76;3;4;2
120;76;4;4;2
121;83;4;4;2
122;83;4;5;2
123;83;4;4;2
124;83;4;4;2
125;83;4;5;2
126;2;2;3;2
127;2;4;3;2
128;2;4;4;2
129;2;4;4;2
130;2;4;3;2
131;2;3;4;2
132;2;4;3;2
133;2;4;3;2
134;27;4;4;2
135;27;3;4;2
136;27;3;4;2
137;27;4;4;2
138;27;4;3;2
139;27;3;4;2
140;27;4;4;2
141;27;4;5;2
142;27;3;4;2
143;27;4;3;2
144;27;3;4;2
145;72;4;3;2
146;72;3;4;2
147;72;4;4;2
148;72;2;4;2
149;72;4;4;2
150;72;3;4;2
151;72;4;4;2
152;72;4;5;2
153;72;4;5;2
154;72;2;3;2
155;72;4;3;2
156;72;4;3;2
157;72;4;4;2
158;72;4;4;2
159;72;4;4;2
160;72;4;5;2
161;73;3;4;2
162;73;3;4;2
163;73;4;5;2
164;73;4;5;2
165;73;4;3;2
166;73;3;4;2
167;73;4;4;2
168;73;4;4;2
169;73;4;4;2
170;73;4;4;2
171;73;4;5;2
172;79;4;4;2
173;79;4;4;2
174;79;4;4;2
175;79;4;4;2
176;79;3;4;2
177;79;3;3;2
178;79;3;3;2
179;79;4;4;2
180;79;3;4;2
181;79;3;4;2
182;79;4;4;2
183;79;3;3;2
184;81;4;4;2
185;81;4;5;2
186;81;3;3;2
187;81;4;4;2
188;81;4;4;2
189;82;4;4;2
190;82;4;4;2
191;82;3;4;2
192;82;4;4;2
193;82;4;5;2
194;82;4;4;2
195;82;4;4;2
196;82;4;5;2
197;82;3;3;2
198;82;4;4;2
199;96;4;5;2
200;96;4;4;2
201;96;2;4;2
202;96;4;4;2
203;96;4;5;2
204;96;4;5;2
205;96;4;4;2
206;96;4;3;2
207;96;4;4;2
208;96;4;5;2
209;96;1;2;2
210;96;2;4;2
211;96;4;4;2
212;96;3;4;2
213;96;3;4;2
214;96;4;3;2
215;96;3;4;2
216;96;1;4;2
217;97;3;4;2
218;97;4;4;2
219;97;2;4;2
220;97;4;4;2
221;97;4;4;2
222;97;1;4;2
223;97;4;5;2
224;97;4;4;2
225;97;4;4;2
226;98;3;4;2
227;98;4;4;2
228;98;4;4;2
229;98;4;4;2
230;98;4;5;2
231;98;4;4;2
232;98;4;5;2
233;98;4;3;2
234;98;4;4;2
235;110;4;3;2
236;110;3;4;2
237;110;4;4;2
238;110;2;3;2
239;110;3;2;2
240;110;4;3;2
241;110;3;4;2
242;111;3;3;2
243;111;4;4;2
244;111;4;4;2
245;111;3;4;2
246;111;3;5;2
247;111;4;3;2
248;111;2;2;2
249;111;4;3;2
250;111;3;3;2
251;111;3;4;2
252;111;4;4;2
253;111;4;3;2
254;111;4;4;2
255;111;4;4;2
256;111;4;4;2
257;111;4;4;2
258;111;4;4;2
259;111;3;4;2
260;111;4;5;2
261;111;3;5;2
262;112;4;3;2
263;112;4;5;2
264;112;4;5;2
265;112;4;4;2
266;112;4;4;2
267;112;4;5;2
268;112;4;4;2
269;112;4;4;2
270;112;4;4;2
271;112;3;4;2
272;112;4;4;2
273;112;4;4;2
274;112;4;5;2
275;112;4;4;2
276;112;4;4;2
277;113;3;4;2
278;113;3;4;2
279;113;3;5;2
280;113;4;5;2
281;113;4;4;2
282;113;3;4;2
283;113;3;4;2
284;113;3;3;2
285;113;3;4;2
286;113;1;2;2
287;113;4;4;2
288;113;4;4;2
289;115;2;3;2
290;115;3;4;2
291;115;4;4;2
292;115;4;3;2
293;115;2;4;2
294;115;4;4;2
295;115;2;3;2
296;115;4;3;2
297;116;4;4;2
298;116;4;4;2
299;116;4;3;2
300;116;4;4;2
301;116;4;4;2
302;116;3;4;2
303;116;4;4;2
304;116;4;4;2
305;116;4;4;2
306;116;3;4;2
307;116;4;4;2
308;116;4;3;2
309;7;4;4;2
310;7;4;5;2
311;7;3;4;2
312;7;4;4;2
313;7;4;4;2
314;7;4;5;2
315;7;4;4;2
316;7;4;4;2
317;7;4;5;2
318;15;4;3;2
319;15;4;3;2
320;15;4;4;2
321;15;4;4;2
322;15;4;4;2
323;15;4;5;2
324;15;4;4;2
325;15;4;4;2
326;15;4;3;2
327;15;4;4;2
328;15;4;3;2
329;15;4;3;2
330;15;4;4;2
331;15;4;4;2
332;15;4;4;2
333;15;4;4;2
334;15;4;4;2
335;15;4;4;2
336;15;4;3;2
337;15;4;4;2
338;17;4;4;2
339;17;4;4;2
340;17;3;3;2
341;17;4;4;2
342;17;4;4;2
343;17;4;5;2
344;17;3;3;2
345;17;4;5;2
346;17;3;4;2
347;17;4;4;2
348;17;4;4;2
349;17;4;5;2
350;17;4;4;2
351;17;4;5;2
352;17;3;4;2
353;17;4;5;2
354;17;3;3;2
355;17;3;4;2
356;18;4;4;2
357;18;3;4;2
358;18;4;4;2
359;18;4;4;2
360;18;4;4;2
361;18;4;5;2
362;18;3;4;2
363;18;2;5;2
364;18;3;5;2
365;18;3;4;2
366;18;4;4;2
367;18;4;4;2
368;18;4;4;2
369;18;4;5;2
370;18;4;5;2
371;18;3;4;2
372;18;2;5;2
373;18;3;5;2
374;19;4;4;2
375;19;4;3;2
376;19;4;4;2
377;19;4;4;2
378;19;4;4;2
379;19;4;5;2
380;19;4;4;2
381;19;4;4;2
382;19;4;3;2
383;19;4;4;2
384;19;4;4;2
385;19;4;4;2
386;19;4;5;2
387;19;4;4;2
388;84;3;4;2
389;84;4;4;2
390;84;4;4;2
391;84;4;5;2
392;84;4;4;2
393;84;4;4;2
394;99;4;4;2
395;99;4;4;2
396;99;4;4;2
397;99;3;4;2
398;99;3;3;2
399;99;3;4;2
400;99;3;4;2
401;99;3;5;2
402;99;3;5;2
403;99;4;5;2
404;99;3;3;2
405;99;3;4;2
406;99;3;4;2
407;99;3;5;2
408;99;3;5;2
409;99;4;5;2
410;99;4;4;2
411;99;4;4;2
412;99;4;4;2
413;99;3;4;2
414;119;3;3;2
415;119;4;4;2
416;119;4;4;2
417;119;4;4;2
418;119;3;4;2
419;119;4;4;2
420;119;3;3;2
421;119;4;4;2
422;119;4;4;2
423;119;4;4;2
424;119;3;4;2
425;119;4;4;2
426;121;4;3;2
427;121;4;4;2
428;121;4;5;2
429;121;4;4;2
430;121;3;4;2
431;121;4;4;2
432;121;4;4;2
433;121;4;4;2
434;121;4;4;2
435;121;4;4;2
436;121;4;4;2
437;121;4;4;2
438;121;4;3;2
439;121;4;4;2
440;121;4;4;2
441;121;4;4;2
442;121;4;4;2
443;121;4;4;2
444;21;4;3;2
445;21;4;3;2
446;21;4;3;2
447;21;4;3;2
448;21;3;4;2
449;21;1;3;2
450;21;3;4;2
451;22;4;3;2
452;22;4;3;2
453;22;4;3;2
454;22;4;4;2
455;22;4;3;2
456;22;4;3;2
457;22;4;4;2
458;22;4;4;2
459;22;4;4;2
460;22;4;3;2
461;22;4;4;2
462;22;4;4;2
463;22;4;4;2
464;22;3;2;2
465;22;4;2;2
466;23;4;4;2
467;23;4;5;2
468;23;4;4;2
469;23;4;3;2
470;23;3;4;2
471;23;4;4;2
472;23;4;5;2
473;24;4;3;2
474;24;3;4;2
475;24;3;4;2
476;24;4;5;2
477;24;4;4;2
478;24;4;4;2
479;24;4;3;2
480;24;3;4;2
481;24;4;4;2
482;24;4;4;2
483;24;4;4;2
484;24;4;2;2
485;24;4;4;2
486;24;1;3;2
487;24;3;3;2
488;24;4;3;2
489;24;4;4;2
490;24;4;4;2
491;31;4;4;2
492;31;4;5;2
493;31;3;4;2
494;31;4;4;2
495;31;4;4;2
496;31;4;4;2
497;31;4;5;2
498;36;4;3;2
499;36;3;3;2
500;36;2;3;2
501;36;4;3;2
502;36;4;3;2
503;36;4;4;2
504;36;4;4;2
505;44;4;5;2
506;44;3;4;2
507;44;4;4;2
508;44;4;4;2
509;44;4;5;2
510;44;4;3;2
511;44;4;4;2
512;44;4;4;2
513;44;4;4;2
514;44;4;4;2
515;44;4;4;2
516;44;4;3;2
517;44;4;4;2
518;49;2;4;2
519;49;3;4;2
520;49;4;4;2
521;49;4;4;2
522;49;3;4;2
523;49;4;4;2
524;49;1;1;2
525;49;3;4;2
526;49;4;4;2
527;49;3;4;2
528;49;4;4;2
529;49;3;4;2
530;49;2;4;2
531;49;3;4;2
532;49;4;4;2
533;49;4;4;2
534;49;1;1;2
535;49;4;4;2
536;49;3;4;2
537;49;3;4;2
538;60;4;4;2
539;60;4;4;2
540;60;2;5;2
541;60;3;3;2
542;60;3;4;2
543;60;4;4;2
544;60;4;4;2
545;60;3;3;2
546;61;2;3;2
547;61;4;4;2
548;61;4;4;2
549;61;4;4;2
550;61;3;5;2
551;61;1;3;2
552;61;4;4;2
553;62;3;4;2
554;62;3;5;2
555;62;3;3;2
556;62;2;3;2
557;62;3;4;2
558;62;4;4;2
559;62;4;5;2
560;62;3;5;2
561;62;3;3;2
562;62;3;3;2
563;62;3;4;2
564;62;4;5;2
565;62;3;5;2
566;62;4;5;2
567;62;4;5;2
568;63;4;3;2
569;63;4;4;2
570;63;4;3;2
571;63;4;3;2
572;63;4;3;2
573;63;4;4;2
574;63;4;5;2
575;63;4;5;2
576;64;4;4;2
577;64;3;3;2
578;64;4;5;2
579;64;3;3;2
580;64;3;3;2
581;64;4;4;2
582;64;4;3;2
583;64;4;4;2
584;64;4;4;2
585;64;3;4;2
586;64;4;4;2
587;64;4;5;2
588;64;4;3;2
589;64;4;3;2
590;64;3;4;2
591;64;4;3;2
592;64;3;4;2
593;65;4;4;2
594;65;3;4;2
595;65;4;3;2
596;65;4;4;2
597;65;4;5;2
598;65;3;3;2
599;65;3;4;2
600;66;4;5;2
601;66;3;4;2
602;66;4;3;2
603;66;4;5;2
604;66;4;5;2
605;66;3;3;2
606;66;4;4;2
607;66;4;4;2
608;67;4;4;2
609;67;3;5;2
610;67;4;5;2
611;67;4;5;2
612;67;4;5;2
613;67;3;3;2
614;67;4;4;2
615;67;4;4;2
616;67;4;4;2
617;67;3;4;2
618;67;4;4;2
619;68;4;4;2
620;68;4;4;2
621;68;4;4;2
622;68;3;4;2
623;68;4;5;2
624;68;4;5;2
625;68;4;4;2
626;68;4;4;2
627;68;4;4;2
628;68;3;4;2
629;68;4;4;2
630;68;4;4;2
631;68;3;4;2
632;68;4;4;2
633;69;4;4;2
634;69;4;4;2
635;69;4;4;2
636;69;4;4;2
637;69;3;4;2
638;69;4;4;2
639;69;4;5;2
640;69;4;4;2
641;69;4;2;2
642;69;3;3;2
643;69;3;4;2
644;69;4;4;2
645;69;4;4;2
646;69;4;4;2
647;69;4;4;2
648;89;4;4;2
649;89;4;4;2
650;89;3;4;2
651;89;4;5;2
652;89;4;5;2
653;89;4;5;2
654;89;4;4;2
655;94;4;4;2
656;94;2;4;2
657;94;4;4;2
658;94;4;4;2
659;94;4;5;2
660;94;3;4;2
661;106;4;5;2
662;106;4;5;2
663;106;4;5;2
664;106;4;5;2
665;106;4;5;2
666;106;4;3;2
667;117;4;5;2
668;117;4;4;2
669;117;4;4;2
670;117;3;4;2
671;117;2;4;2
672;118;4;4;2
673;118;4;5;2
674;118;4;4;2
675;118;4;3;2
676;118;4;4;2
677;118;4;4;2
678;118;4;4;2
679;118;4;5;2
680;118;3;3;2
681;118;4;4;2
682;118;4;5;2
683;118;4;5;2
684;20;4;4;2
685;20;3;5;2
686;20;3;4;2
687;20;3;3;2
688;20;4;4;2
689;20;3;4;2
690;20;4;4;2
691;20;3;4;2
692;20;4;4;2
693;20;4;4;2
694;28;4;4;2
695;28;3;4;2
696;28;4;5;2
697;28;4;5;2
698;28;4;5;2
699;28;4;4;2
700;28;2;5;2
701;30;3;4;2
702;30;4;3;2
703;30;4;4;2
704;30;3;2;2
705;30;3;3;2
706;30;4;3;2
707;30;4;4;2
708;30;3;4;2
709;30;4;2;2
710;30;4;2;2
711;30;4;4;2
712;38;4;4;2
713;38;4;4;2
714;38;3;5;2
715;38;4;5;2
716;38;4;5;2
717;38;2;4;2
718;39;2;4;2
719;39;4;5;2
720;39;4;4;2
721;39;3;4;2
722;39;3;4;2
723;40;4;4;2
724;40;4;4;2
725;40;3;4;2
726;40;3;4;2
727;40;4;4;2
728;40;3;4;2
729;40;2;2;2
730;40;3;3;2
731;40;4;4;2
732;40;4;4;2
733;40;3;4;2
734;40;4;4;2
735;40;3;3;2
736;40;3;3;2
737;40;3;4;2
738;40;4;3;2
739;41;3;4;2
740;41;4;4;2
741;41;4;4;2
742;41;4;4;2
743;41;3;4;2
744;41;4;4;2
745;42;4;4;2
746;42;3;4;2
747;42;4;4;2
748;42;4;5;2
749;42;4;4;2
750;42;3;3;2
751;42;4;4;2
752;42;4;4;2
753;42;4;4;2
754;45;3;5;2
755;45;2;3;2
756;45;4;5;2
757;45;4;5;2
758;50;4;4;2
759;50;2;4;2
760;50;3;4;2
761;50;4;5;2
762;50;4;4;2
763;50;4;4;2
764;50;2;4;2
765;50;3;4;2
766;50;4;4;2
767;57;4;4;2
768;57;4;4;2
769;57;4;5;2
770;57;2;4;2
771;57;4;4;2
772;70;4;4;2
773;70;4;4;2
774;70;4;5;2
775;70;4;5;2
776;70;2;4;2
777;70;4;4;2
778;70;4;5;2
779;70;4;4;2
780;70;4;4;2
781;70;4;5;2
782;70;4;5;2
783;70;2;4;2
784;70;4;4;2
785;70;4;5;2
786;74;3;4;2
787;74;4;4;2
788;74;4;4;2
789;74;4;4;2
790;74;4;3;2
791;74;4;3;2
792;74;3;4;2
793;74;4;4;2
794;74;3;4;2
795;74;3;4;2
796;74;3;2;2
797;74;3;4;2
798;74;4;4;2
799;74;4;3;2
800;74;4;4;2
801;74;3;4;2
802;74;4;4;2
803;77;3;4;2
804;77;3;4;2
805;77;3;4;2
806;77;4;5;2
807;77;2;4;2
808;78;4;3;2
809;78;4;4;2
810;78;4;5;2
811;78;4;4;2
812;78;4;4;2
813;78;4;4;2
814;78;4;4;2
815;78;4;4;2
816;78;4;4;2
817;78;4;5;2
818;78;4;5;2
819;78;4;4;2
820;78;4;4;2
821;78;4;4;2
822;78;4;4;2
823;78;4;4;2
824;78;4;4;2
825;78;4;4;2
826;85;4;4;2
827;85;4;4;2
828;85;3;4;2
829;85;4;3;2
830;85;4;3;2
831;85;4;4;2
832;85;2;4;2
833;85;4;4;2
834;85;3;4;2
835;85;3;4;2
836;85;4;4;2
837;85;4;4;2
838;86;3;4;2
839;86;4;4;2
840;86;4;4;2
841;86;4;5;2
842;86;3;4;2
843;86;3;4;2
844;87;4;4;2
845;87;4;4;2
846;87;4;4;2
847;87;3;4;2
848;87;3;4;2
849;87;3;4;2
850;87;4;4;2
851;87;4;3;2
852;87;3;5;2
853;87;3;4;2
854;101;4;4;2
855;101;4;5;2
856;101;4;4;2
857;101;4;4;2
858;101;4;4;2
859;101;4;5;2
860;101;4;5;2
861;101;4;4;2
862;101;4;4;2
863;101;4;5;2
864;101;4;5;2
865;101;4;5;2
866;101;4;4;2
867;101;4;5;2
868;123;4;4;2
869;123;4;4;2
870;123;4;4;2
871;123;4;4;2
872;123;4;5;2
873;123;4;5;2
874;123;4;4;2
875;123;4;4;2
876;123;4;4;2
877;123;4;4;2
878;123;4;4;2
879;123;4;5;2
880;123;4;4;2
881;123;4;4;2
882;123;4;5;2
883;123;4;5;2
884;123;4;4;2
885;6;3;4;2
886;6;2;4;2
887;6;4;4;2
888;6;2;4;2
889;6;3;4;2
890;6;4;5;2
891;6;2;4;2
892;6;4;3;2
893;6;4;5;2
894;6;4;4;2
895;6;3;5;2
896;6;4;4;2
897;6;3;4;2
898;8;2;4;2
899;8;4;5;2
900;8;4;5;2
901;8;4;4;2
902;8;3;3;2
903;9;4;4;2
904;9;4;4;2
905;9;4;5;2
906;9;3;4;2
907;9;4;4;2
908;9;4;3;2
909;9;4;4;2
910;9;4;4;2
911;9;3;4;2
912;9;4;4;2
913;9;3;4;2
914;9;4;4;2
915;9;3;4;2
916;10;4;3;2
917;10;3;4;2
918;10;4;4;2
919;10;4;4;2
920;10;4;4;2
921;10;4;3;2
922;10;4;4;2
923;26;4;5;2
924;26;4;4;2
925;26;4;4;2
926;26;3;3;2
927;26;4;4;2
928;26;4;4;2
929;26;4;5;2
930;26;4;4;2
931;26;4;5;2
932;26;4;4;2
933;26;4;4;2
934;26;4;5;2
935;26;4;5;2
936;26;4;3;2
937;26;4;4;2
938;26;3;4;2
939;35;4;4;2
940;35;4;4;2
941;35;4;4;2
942;35;3;3;2
943;35;3;3;2
944;35;2;4;2
945;35;4;4;2
946;35;3;4;2
947;35;3;5;2
948;35;4;4;2
949;35;4;4;2
950;35;4;4;2
951;35;4;5;2
952;35;3;4;2
953;35;3;3;2
954;35;4;4;2
955;35;4;4;2
956;35;3;4;2
957;37;3;4;2
958;37;4;4;2
959;37;4;5;2
960;37;2;3;2
961;37;2;4;2
962;48;2;4;2
963;48;4;4;2
964;48;4;4;2
965;48;3;4;2
966;48;2;4;2
967;48;2;4;2
968;48;4;4;2
969;48;3;4;2
970;48;3;4;2
971;51;3;3;2
972;51;4;3;2
973;51;4;4;2
974;51;4;4;2
975;51;4;4;2
976;51;4;4;2
977;51;3;4;2
978;51;4;4;2
979;51;4;4;2
980;51;4;4;2
981;51;4;4;2
982;51;4;5;2
983;51;4;4;2
984;58;3;4;2
985;58;4;1;2
986;58;4;4;2
987;58;2;4;2
988;58;2;4;2
989;58;4;4;2
990;58;3;4;2
991;58;1;1;2
992;58;2;4;2
993;58;3;4;2
994;58;2;4;2
995;58;4;4;2
996;58;4;4;2
997;58;3;4;2
998;58;3;5;2
999;58;4;5;2
1000;58;4;4;2
1001;58;4;4;2
1002;58;1;2;2
1003;100;4;3;2
1004;100;3;4;2
1005;100;3;3;2
1006;100;4;4;2
1007;100;4;4;2
1008;100;4;4;2
1009;100;4;5;2
1010;100;4;5;2
1011;100;4;4;2
1012;100;4;4;2
1013;100;4;4;2
1014;100;4;3;2
1015;100;4;4;2
1016;100;4;5;2
1017;100;3;4;2
1018;100;4;5;2
1019;100;4;4;2
1020;100;4;4;2
1021;100;4;5;2
1022;100;4;4;2
1023;122;3;3;2
1024;122;4;4;2
1025;122;4;4;2
1026;122;4;5;2
1027;122;4;3;2
1028;122;4;3;2
1029;122;3;4;2
1030;122;4;4;2
1031;122;3;4;2
1032;122;3;5;2
1033;122;4;3;2
1034;122;3;4;2
1035;122;4;5;2
1036;122;3;3;2
1037;122;2;3;2
1038;122;4;3;2
1039;122;3;4;2
1040;122;4;4;2
1041;1;3;4;2
1042;1;4;5;2
1043;1;4;4;2
1044;1;4;3;2
1045;1;3;4;2
1046;1;4;4;2
1047;1;4;4;2
1048;1;4;5;2
1049;1;4;5;2
1050;1;4;4;2
1051;3;4;4;2
1052;3;2;4;2
1053;3;3;4;2
1054;3;4;5;2
1055;3;4;4;2
1056;3;1;3;2
1057;3;4;4;2
1058;3;4;4;2
1059;4;3;3;2
1060;4;3;3;2
1061;4;4;5;2
1062;4;3;3;2
1063;4;2;3;2
1064;4;4;3;2
1065;4;4;4;2
1066;4;4;3;2
1067;4;4;3;2
1068;4;4;3;2
1069;29;4;4;2
1070;29;4;4;2
1071;29;3;4;2
1072;29;4;4;2
1073;29;2;4;2
1074;43;3;4;2
1075;43;4;3;2
1076;43;3;3;2
1077;43;2;4;2
1078;43;3;4;2
1079;43;4;4;2
1080;43;4;3;2
1081;43;4;4;2
1082;47;4;3;2
1083;47;3;4;2
1084;47;3;3;2
1085;47;4;5;2
1086;47;3;4;2
1087;47;4;4;2
1088;47;3;2;2
1089;47;3;3;2
1090;47;1;4;2
1091;47;3;3;2
1092;47;4;5;2
1093;47;4;4;2
1094;52;4;3;2
1095;52;4;5;2
1096;52;2;3;2
1097;52;4;4;2
1098;52;3;4;2
1099;52;4;4;2
1100;52;4;4;2
1101;52;4;3;2
1102;52;3;3;2
1103;52;4;3;2
1104;52;4;3;2
1105;52;4;4;2
1106;52;3;4;2
1107;52;3;5;2
1108;52;4;4;2
1109;52;4;3;2
1110;52;3;2;2
1111;52;4;4;2
1112;59;4;3;2
1113;59;4;2;2
1114;59;2;4;2
1115;59;3;3;2
1116;59;3;3;2
1117;59;3;3;2
1118;59;4;4;2
1119;59;3;4;2
1120;59;3;3;2
1121;59;2;3;2
1122;59;2;3;2
1123;59;3;3;2
1124;59;2;3;2
1125;59;3;4;2
1126;80;4;4;2
1127;80;3;2;2
1128;80;3;4;2
1129;80;3;4;2
1130;80;4;4;2
1131;80;4;4;2
1132;103;4;4;2
1133;103;4;5;2
1134;103;3;4;2
1135;103;4;4;2
1136;103;4;4;2
1137;103;4;5;2
1138;107;1;4;2
1139;107;4;3;2
1140;107;4;3;2
1141;107;4;5;2
1142;107;3;5;2
1143;107;4;5;2
1144;107;4;5;2
1145;107;4;4;2
1146;107;4;4;2
1147;107;4;5;2
1148;107;4;5;2
1149;108;4;4;2
1150;108;4;3;2
1151;108;4;3;2
1152;108;4;4;2
1153;108;4;3;2
1154;108;3;4;2
1155;108;4;5;2
1156;108;3;4;2
1157;108;1;2;2
1158;108;4;4;2
1159;109;4;5;2
1160;109;3;4;2
1161;109;3;4;2
1162;109;4;4;2
1163;109;4;3;2
1164;109;4;4;2
1165;114;4;4;2
1166;114;3;5;2
1167;114;4;3;2
1168;114;3;4;2
1169;114;4;4;2
1170;114;4;4;2
1171;114;4;4;2
1172;114;3;4;2
1173;114;4;4;2
1174;120;4;5;2
1175;120;4;4;2
1176;120;3;4;2
1177;120;3;4;2
1178;120;4;3;2
1179;120;3;4;2
1180;120;4;4;2
1181;120;4;4;2
1182;120;3;4;2
1183;120;4;4;2
1184;120;4;4;2
1185;33;4;4;2
1186;33;4;5;2
1187;33;3;4;2
1188;33;3;4;2
1189;33;4;4;2
1190;33;3;4;2
1191;33;3;5;2
1192;33;4;5;2
1193;95;3;4;2
1194;95;2;3;2
1195;95;4;3;2
1196;95;3;4;2
1197;95;4;4;2
1198;95;4;4;2
1199;95;3;4;2
1200;95;3;4;2
1201;95;3;3;2
1202;95;3;3;2
1204;95;4;3;2
1205;95;3;2;2
1206;95;3;3;2
1207;95;4;4;2
1208;13;4;4;2
1209;13;4;4;2
1210;13;3;4;2
1211;13;4;4;2
1212;13;4;4;2
1213;13;2;4;2
1214;13;3;4;2
1215;13;4;4;2
1216;13;4;4;2
1217;13;4;4;2
1218;13;4;4;2
1219;13;2;4;2
1220;13;4;4;2
1221;13;4;4;2
1222;13;3;4;2
1223;13;4;4;2
1224;13;4;4;2
1225;13;2;4;2
1226;16;4;5;2
1227;16;4;4;2
1228;16;4;4;2
1229;16;4;4;2
1230;16;4;4;2
1231;16;4;4;2
1232;16;4;5;2
1233;16;4;5;2
1234;25;4;4;2
1235;25;4;5;2
1236;25;4;4;2
1237;25;4;3;2
1238;25;4;4;2
1239;32;4;4;2
1240;32;4;3;2
1241;32;4;3;2
1242;32;4;4;2
1243;32;4;5;2
1244;32;4;5;2
1245;32;4;5;2
1246;32;4;4;2
1247;32;4;3;2
1248;32;4;4;2
1249;32;4;4;2
1250;32;4;4;2
1251;32;4;3;2
1252;32;4;3;2
1253;32;4;3;2
1254;32;4;4;2
1255;32;4;4;2
1256;32;4;5;2
1257;53;3;4;2
1258;53;4;4;2
1259;53;2;4;2
1260;53;2;4;2
1261;53;4;5;2
1262;53;4;3;2
1263;53;4;4;2
1264;53;2;4;2
1265;53;2;3;2
1266;53;3;4;2
1267;54;4;4;2
1268;54;4;4;2
1269;54;4;4;2
1270;54;4;4;2
1271;54;4;4;2
1272;54;4;4;2
1273;54;2;4;2
1274;54;4;4;2
1275;55;4;3;2
1276;55;4;3;2
1277;55;4;5;2
1278;55;4;3;2
1279;55;2;4;2
1280;55;4;4;2
1281;55;3;4;2
1282;55;3;2;2
1283;55;3;3;2
1284;55;3;3;2
1285;55;4;3;2
1286;55;4;4;2
1287;55;3;4;2
1288;71;4;4;2
1289;71;4;4;2
1290;71;4;4;2
1291;71;4;4;2
1292;71;4;4;2
1293;71;4;4;2
1294;71;4;4;2
1295;71;4;4;2
1296;71;4;4;2
1297;71;4;4;2
1298;71;4;4;2
1299;71;4;4;2
1300;71;3;4;2
1301;71;4;4;2
1302;71;4;4;2
1303;71;4;4;2
1304;88;4;4;2
1305;88;4;4;2
1306;88;4;3;2
1307;88;4;4;2
1308;88;4;4;2
1309;90;3;3;2
1310;90;4;4;2
1311;90;3;4;2
1312;90;4;4;2
1313;90;4;5;2
1314;90;4;4;2
1315;90;3;4;2
1316;90;4;5;2
1317;90;4;4;2
1318;90;4;4;2
1319;90;4;4;2
1320;90;4;4;2
1321;90;4;5;2
1322;90;4;4;2
1323;90;3;5;2
1324;91;4;4;2
1325;91;4;4;2
1326;91;4;3;2
1327;91;3;3;2
1328;91;4;4;2
1329;91;4;4;2
1330;91;4;4;2
1331;91;4;4;2
